property_id,neighborhood,property_type,price,area_sqft,bedrooms,bathrooms,age_years
PROP0353,Koramangala,Apartment,15541936.0,50.0,3.0,3.0,13.8
PROP0354,HSR Layout,Apartment,6927862.0,713.0,1.0,1.0,21.8
PROP0355,Koramangala,Apartment,,1681.0,3.0,4.0,17.0
PROP0356,Koramangala,Apartment,21442541.0,1691.0,2.0,3.0,8.0
PROP0357,Jayanagar,Villa,6610652.0,654.0,1.0,1.0,1.1
PROP0358,Jayanagar,Apartment,16334289.0,1569.0,3.0,4.0,14.8
PROP0359,Koramangala,Apartment,21389122.0,1833.0,3.0,2.0,11.7
PROP0360,HSR Layout,Villa,17222749.0,1645.0,3.0,2.0,3.4
PROP0361,Electronic City,Independent House,,1779.0,3.0,2.0,12.7
PROP0362,Indiranagar,Apartment,7259509.0,720.0,1.0,1.0,10.5
PROP0363,Indiranagar,Apartment,17760357.0,1622.0,3.0,2.0,24.9
PROP0364,Indiranagar,Apartment,12760554.0,1293.0,2.0,1.0,34.3
PROP0365,HSR Layout,Apartment,,1199.0,2.0,3.0,20.1
PROP0366,Koramangala,Apartment,23810596.0,1903.0,3.0,4.0,10.0
PROP0367,Jayanagar,Apartment,21223924.0,2219.0,4.0,5.0,11.2
PROP0368,HSR Layout,Villa,23552875.0,2383.0,3.0,4.0,5.4
PROP0369,Whitefield,Apartment,15940604.0,2134.0,4.0,5.0,6.3
PROP0370,Electronic City,Apartment,8674985.0,1393.0,2.0,2.0,9.6
PROP0371,Jayanagar,Apartment,15921093.0,1633.0,3.0,3.0,8.9
PROP0372,Whitefield,Independent House,12532480.0,1849.0,3.0,,3.2
PROP0373,,Apartment,12586876.0,1513.0,3.0,3.0,25.1
PROP0374,Whitefield,Apartment,11495102.0,1518.0,2.0,1.0,27.4
PROP0375,Indiranagar,Apartment,19571219.0,1878.0,3.0,4.0,24.6
PROP0376,Indiranagar,Villa,16070924.0,1419.0,2.0,1.0,28.0
PROP0377,Electronic City,Independent House,5388080.0,1071.0,2.0,3.0,40.7
PROP0378,Koramangala,Apartment,14857802.0,1234.0,2.0,2.0,5.5
PROP0379,Whitefield,Apartment,12726012.0,1780.0,12.0,4.0,39.6
PROP0380,HSR Layout,Apartment,16400418.0,1452.0,2.0,1.0,8.0
PROP0381,Koramangala,Apartment,20935836.0,1627.0,2.0,2.0,16.3
PROP0382,Electronic City,Independent House,11027692.0,1798.0,3.0,3.0,2.5
PROP0383,Jayanagar,Apartment,12492464.0,1255.0,1.0,1.0,7.2
PROP0384,Koramangala,Apartment,23378898.0,1843.0,3.0,2.0,20.5
PROP0385,Whitefield,Studio,11861533.0,1647.0,3.0,4.0,16.9
PROP0386,Electronic City,Studio,5228537.0,,2.0,2.0,7.8
PROP0387,HSR Layout,Apartment,22381677.0,2200.0,3.0,4.0,11.2
PROP0388,Electronic City,Apartment,7336363.0,1190.0,2.0,2.0,6.6
PROP0389,Indiranagar,Apartment,5954090.0,589.0,2.0,1.0,20.4
PROP0390,Electronic City,Studio,5771935.0,907.0,2.0,3.0,
PROP0391,HSR Layout,Villa,9642154.0,919.0,1.0,1.0,5.5
PROP0392,Indiranagar,Villa,13820264.0,1477.0,3.0,2.0,10.4
PROP0393,HSR Layout,Studio,13823323.0,1308.0,2.0,3.0,3.1
PROP0394,HSR Layout,Apartment,13608901.0,1275.0,2.0,3.0,12.5
PROP0395,Indiranagar,Apartment,19728895.0,1772.0,3.0,4.0,15.2
PROP0396,Koramangala,Apartment,19681989.0,1627.0,3.0,3.0,13.2
PROP0397,Jayanagar,Independent House,16818822.0,1614.0,2.0,3.0,14.4
PROP0398,Whitefield,Apartment,13118256.0,,3.0,2.0,9.6
PROP0399,Koramangala,Apartment,22232738.0,1770.0,3.0,4.0,9.7
PROP0400,Koramangala,Apartment,5041913.0,354.0,1.0,1.0,9.4
PROP0401,Whitefield,Villa,9921345.0,1260.0,1.0,1.0,7.0
PROP0402,Electronic City,Studio,1425407.0,350.0,1.0,1.0,7.7
PROP0403, jayanagar ,Villa,12272575.0,1469.0,3.0,3.0,14.7
PROP0404,Indiranagar,Apartment,14794351.0,1448.0,2.0,1.0,25.1
PROP0405,Electronic City,Independent House,12413328.0,,3.0,3.0,4.7
PROP0406,Electronic City,Studio,11831221.0,2068.0,3.0,3.0,9.7
PROP0407,Whitefield,Villa,12621348.0,1555.0,2.0,1.0,3.9
PROP0408,Jayanagar,Villa,11676113.0,1190.0,2.0,1.0,7.1
PROP0409,Indiranagar,Independent House,19336398.0,1702.0,3.0,4.0,8.1
PROP0410,Electronic City,Independent House,6709453.0,1175.0,2.0,2.0,11.8
PROP0411,HSR Layout,Apartment,15479039.0,1449.0,3.0,3.0,11.6
PROP0412,HSR Layout,Apartment,20713380.0,1963.0,3.0,3.0,10.3
PROP0413,Indiranagar,Apartment,13643994.0,1160.0,2.0,2.0,13.9
PROP0414,Electronic City,Studio,9872796.0,,3.0,3.0,5.1
PROP0415,Indiranagar,Villa,19235541.0,1802.0,3.0,3.0,11.9
PROP0416,Whitefield,Apartment,7715760.0,954.0,1.0,2.0,17.2
PROP0417,Indiranagar,Apartment,22457749.0,1956.0,3.0,4.0,5.1
PROP0418,Jayanagar,Independent House,-1000.0,1813.0,2.0,1.0,2.0
PROP0419,Whitefield,Independent House,11421803.0,1503.0,2.0,3.0,20.3
PROP0420,Electronic City,Independent House,6781647.0,1054.0,1.0,2.0,4.0
PROP0421,HSR Layout,Apartment,11038255.0,1003.0,2.0,1.0,6.8
PROP0422,Indiranagar,Studio,12453380.0,1170.0,2.0,3.0,16.9
PROP0423,Indiranagar,Studio,19217832.0,1732.0,4.0,4.0,4.9
PROP0424,Indiranagar,Apartment,11148371.0,953.0,1.0,2.0,19.4
PROP0425,HSR Layout,Apartment,18820168.0,1678.0,3.0,3.0,6.0
PROP0426,Jayanagar,Independent House,8309715.0,804.0,1.0,2.0,5.4
PROP0427,Whitefield,Apartment,,1344.0,2.0,1.0,3.9
PROP0428,Jayanagar,Apartment,14550642.0,1507.0,3.0,2.0,6.1
PROP0429,Indiranagar,Villa,29570449.0,2721.0,3.0,4.0,15.4
PROP0430,Jayanagar,Villa,7044215.0,734.0,,1.0,6.8
PROP0431, electronic city ,Apartment,12752281.0,2215.0,5.0,5.0,20.4
PROP0432,Jayanagar,Villa,13828285.0,1528.0,2.0,1.0,10.6
PROP0433,HSR Layout,Apartment,18204557.0,1664.0,12.0,2.0,11.3
PROP0434,Jayanagar,Studio,13790871.0,1512.0,3.0,4.0,5.3
PROP0435, indiranagar ,Apartment,17700828.0,1681.0,3.0,2.0,22.4
PROP0436,Whitefield,Villa,10310983.0,1370.0,2.0,2.0,17.3
PROP0437,Indiranagar,Studio,24465411.0,2206.0,3.0,2.0,17.0
PROP0438,Koramangala,Apartment,14569030.0,1213.0,2.0,1.0,9.2
PROP0439,Jayanagar,Apartment,19480234.0,2039.0,3.0,2.0,3.5
PROP0440,HSR Layout,Studio,11079827.0,1115.0,1.0,2.0,11.7
PROP0441,Electronic City,Apartment,9627923.0,1419.0,2.0,3.0,14.9
PROP0442,Indiranagar,Apartment,7500067.0,893.0,1.0,1.0,15.0
PROP0443,Jayanagar,Apartment,15635884.0,1687.0,3.0,3.0,13.7
PROP0444,Whitefield,Independent House,18606909.0,2201.0,4.0,4.0,13.3
PROP0445,Whitefield,Apartment,11229370.0,1410.0,2.0,2.0,6.0
PROP0446,HSR Layout,Apartment,13327733.0,1348.0,3.0,4.0,6.3
PROP0447,Electronic City,Independent House,5168917.0,870.0,1.0,1.0,3.9
PROP0448,HSR Layout,Apartment,13463173.0,1331.0,2.0,1.0,20.5
PROP0449,Indiranagar,Apartment,7144251.0,622.0,2.0,2.0,33.4
PROP0450,HSR Layout,Apartment,11286652.0,975.0,2.0,2.0,45.0
PROP0451,Indiranagar,Apartment,17500691.0,1568.0,3.0,2.0,
PROP0452,Electronic City,Apartment,12229151.0,2136.0,3.0,4.0,13.3
PROP0453,HSR Layout,Villa,30552670.0,2911.0,5.0,4.0,9.4
PROP0454,Whitefield,Apartment,8254869.0,1145.0,2.0,1.0,12.2
PROP0455,Indiranagar,Villa,23381783.0,2196.0,4.0,4.0,4.8
PROP0456,Whitefield,Apartment,10912208.0,1577.0,3.0,3.0,9.3
PROP0457,Electronic City,Apartment,7082654.0,1371.0,2.0,1.0,5.5
PROP0458,Koramangala,Apartment,20164486.0,1675.0,3.0,2.0,8.4
PROP0459,Jayanagar,Apartment,13514754.0,1482.0,2.0,1.0,5.9
PROP0460,HSR Layout,Villa,15827259.0,1507.0,2.0,2.0,14.9
PROP0461,HSR Layout,Apartment,11814007.0,1238.0,,2.0,16.2
PROP0462,Indiranagar,Apartment,5464947.0,723.0,1.0,1.0,13.0
PROP0463,Electronic City,Apartment,3113698.0,647.0,1.0,1.0,6.3
PROP0464,Whitefield,Studio,13534283.0,1790.0,3.0,4.0,3.7
PROP0465,HSR Layout,Apartment,13241104.0,1306.0,2.0,1.0,16.4
PROP0466,HSR Layout,Studio,12966438.0,1140.0,2.0,3.0,10.6
PROP0467,HSR Layout,Apartment,14833154.0,1454.0,3.0,2.0,1.9
PROP0468,Electronic City,Apartment,11497833.0,1863.0,3.0,2.0,11.7
PROP0469,Indiranagar,Villa,16397942.0,1544.0,2.0,1.0,13.4
PROP0470,Koramangala,Apartment,13810695.0,1109.0,2.0,1.0,2.6
PROP0471,Koramangala,Apartment,25251521.0,2088.0,3.0,2.0,15.1
PROP0472, koramangala ,Independent House,28264975.0,2271.0,4.0,4.0,
PROP0473,Indiranagar,Apartment,18052341.0,1707.0,3.0,3.0,5.7
PROP0474,Indiranagar,Apartment,21515696.0,1956.0,3.0,4.0,3.1
PROP0475,Whitefield,Apartment,16005312.0,2096.0,4.0,4.0,
PROP0476,Whitefield,Apartment,15072528.0,2038.0,3.0,3.0,3.7
PROP0477,Koramangala,Studio,22410600.0,1769.0,3.0,3.0,20.5
PROP0478,HSR Layout,Apartment,18469451.0,1761.0,3.0,2.0,8.8
PROP0479,HSR Layout,Independent House,17523248.0,1720.0,3.0,4.0,7.4
PROP0480,Koramangala,Villa,10875028.0,879.0,2.0,1.0,21.7
PROP0481,Koramangala,Independent House,21324262.0,1814.0,3.0,4.0,21.0
PROP0482,Whitefield,Studio,5190355.0,745.0,2.0,3.0,7.9
PROP0483,HSR Layout,Independent House,10636611.0,1037.0,3.0,4.0,12.9
PROP0484,Whitefield,Apartment,15920714.0,2128.0,3.0,3.0,6.7
PROP0485,Indiranagar,Apartment,19535403.0,1887.0,3.0,2.0,9.8
PROP0486,Koramangala,Apartment,26469962.0,2223.0,3.0,4.0,4.3
PROP0487,Koramangala,Villa,15884195.0,1309.0,2.0,1.0,14.2
PROP0488,,Apartment,6666096.0,851.0,1.0,1.0,22.3
PROP0489,HSR Layout,Villa,12789452.0,1325.0,2.0,3.0,19.8
PROP0490,Koramangala,Apartment,20244708.0,1503.0,2.0,3.0,10.9
PROP0491, hsr layout ,Studio,16214627.0,1491.0,2.0,3.0,1.7
PROP0492,HSR Layout,Apartment,-1000.0,2040.0,3.0,,6.4
PROP0493,HSR Layout,Independent House,13579394.0,1262.0,2.0,3.0,9.8
PROP0494,Whitefield,Apartment,13926558.0,1633.0,2.0,1.0,3.3
PROP0495,Jayanagar,Apartment,8596887.0,936.0,3.0,3.0,2.8
PROP0496,Koramangala,Studio,18456209.0,1684.0,3.0,4.0,26.3
PROP0497,Koramangala,Studio,16886165.0,1452.0,2.0,2.0,
PROP0498,HSR Layout,Villa,11123594.0,1060.0,1.0,2.0,14.9
PROP0499,Whitefield,Independent House,9993771.0,1327.0,3.0,3.0,16.9
PROP0500,Koramangala,Apartment,17046018.0,1354.0,3.0,2.0,3.8
PROP0501,Jayanagar,Studio,13562274.0,1310.0,2.0,1.0,5.1
PROP0502,Electronic City,Apartment,14413725.0,2371.0,3.0,3.0,12.3
PROP0503,Electronic City,Apartment,8782119.0,1399.0,2.0,3.0,13.0
PROP0504,Koramangala,Apartment,15808330.0,1323.0,2.0,2.0,3.1
PROP0505,Koramangala,Apartment,16193803.5,359.0,1.0,2.0,11.7
PROP0506,Jayanagar,Apartment,10521601.0,985.0,2.0,2.0,9.9
PROP0507,Whitefield,Studio,9878366.0,1313.0,2.0,1.0,19.4
PROP0508,Jayanagar,Apartment,10015551.0,1093.0,1.0,1.0,13.1
PROP0509,Koramangala,Independent House,25689481.0,2168.0,3.0,3.0,28.2
PROP0510,Indiranagar,Apartment,14369886.0,1364.0,3.0,4.0,7.9
PROP0511,Indiranagar,Apartment,22679248.0,2120.0,4.0,5.0,4.1
PROP0512,Jayanagar,Villa,13601599.0,1482.0,3.0,2.0,27.8
PROP0513,Indiranagar,Apartment,14782590.0,1469.0,2.0,2.0,13.5
PROP0514,Whitefield,Apartment,10532806.0,1404.0,2.0,3.0,10.0
PROP0515,Whitefield,Villa,10783529.0,1452.0,3.0,3.0,5.3
PROP0516,Whitefield,Apartment,18707101.0,2344.0,3.0,2.0,8.0
PROP0517,Whitefield,Apartment,2910576.0,350.0,1.0,1.0,7.7
PROP0518,Jayanagar,Villa,4171069.0,409.0,1.0,1.0,3.9
PROP0519,Indiranagar,Apartment,12321365.0,1168.0,2.0,1.0,1.2
PROP0520,Jayanagar,Studio,14075461.0,1458.0,2.0,2.0,7.5
PROP0521, electronic city ,Studio,10840251.0,1809.0,3.0,2.0,17.2
PROP0522,Whitefield,Apartment,60713811.0,1696.0,3.0,3.0,23.5
PROP0523,Indiranagar,Apartment,13660779.0,1250.0,2.0,2.0,19.9
PROP0524, hsr layout ,Apartment,20656165.0,1980.0,3.0,3.0,20.6
PROP0525,Indiranagar,Villa,21725283.0,1986.0,3.0,3.0,4.3
PROP0526,Whitefield,Apartment,12423671.0,1546.0,3.0,2.0,12.5
PROP0527,Electronic City,Independent House,11228786.0,1951.0,3.0,4.0,15.0
PROP0528,Electronic City,Apartment,8040375.0,1592.0,3.0,4.0,15.7
PROP0529,Jayanagar,Villa,11390152.0,1158.0,2.0,,9.8
PROP0530,Whitefield,Apartment,14417887.0,1813.0,3.0,4.0,11.4
PROP0531,HSR Layout,Apartment,15694204.0,,2.0,2.0,19.5
PROP0532,HSR Layout,Apartment,15523611.0,1451.0,3.0,4.0,14.7
PROP0533,Whitefield,Apartment,16262859.0,2216.0,4.0,4.0,16.5
PROP0534,HSR Layout,Independent House,3104573.0,350.0,1.0,1.0,7.3
PROP0535,Indiranagar,Apartment,8057956.0,713.0,2.0,3.0,15.9
PROP0536,Whitefield,Apartment,6747930.0,833.0,1.0,1.0,11.3
PROP0537,Koramangala,Apartment,14919995.0,1261.0,1.0,2.0,18.2
PROP0538,Indiranagar,Apartment,-1000.0,1318.0,2.0,2.0,6.0
PROP0539,Indiranagar,Independent House,6383969.0,666.0,1.0,2.0,17.2
PROP0540,Jayanagar,Independent House,8692781.0,938.0,2.0,2.0,8.1
PROP0541,Electronic City,Independent House,6960275.0,1002.0,1.0,1.0,-3.0
PROP0542,Koramangala,Apartment,34386721.0,2728.0,5.0,4.0,12.6
PROP0543,Jayanagar,Apartment,23126422.0,2387.0,4.0,5.0,10.8
PROP0544,Electronic City,Studio,33933384.0,1236.0,2.0,1.0,8.4
PROP0545,,Apartment,13755237.0,1261.0,2.0,2.0,10.0
PROP0546,Koramangala,Villa,8622189.0,852.0,1.0,1.0,7.6
PROP0547,Koramangala,Apartment,4950648.0,458.0,1.0,1.0,8.3
PROP0548,Indiranagar,Apartment,14779630.0,1389.0,3.0,2.0,14.4
PROP0549,Jayanagar,Independent House,8814025.0,931.0,,2.0,2.2
PROP0550,Koramangala,Apartment,17479733.0,1406.0,2.0,2.0,17.1
PROP0551,Koramangala,Independent House,8197329.0,618.0,1.0,1.0,17.3
PROP0552,Indiranagar,Apartment,11199944.0,1054.0,2.0,1.0,8.6
PROP0553,Whitefield,Apartment,10917550.0,1527.0,3.0,4.0,11.7
PROP0554,Electronic City,Apartment,9930173.0,1640.0,2.0,1.0,4.8
PROP0555,Indiranagar,Apartment,17614237.0,1667.0,3.0,2.0,13.8
PROP0556,Whitefield,Apartment,5759370.0,763.0,12.0,2.0,5.3
PROP0557,Whitefield,Apartment,14559343.0,1894.0,3.0,2.0,0.4
PROP0558,Koramangala,Villa,14379604.0,1034.0,1.0,1.0,22.9
PROP0559,HSR Layout,Independent House,16941293.0,1779.0,3.0,2.0,4.4
PROP0560,Koramangala,Apartment,17525556.0,1444.0,3.0,3.0,9.9
PROP0561,Indiranagar,Apartment,7807926.0,734.0,1.0,2.0,12.0
PROP0562,Whitefield,Apartment,9132019.0,1286.0,2.0,2.0,14.4
PROP0563,Jayanagar,Studio,16649083.0,1640.0,3.0,4.0,10.5
PROP0564,,Apartment,19046189.0,1769.0,4.0,5.0,12.7
PROP0565,HSR Layout,Apartment,14396221.0,1377.0,2.0,1.0,8.5
PROP0566,HSR Layout,Apartment,23305277.0,2247.0,3.0,3.0,2.7
PROP0567,Jayanagar,Apartment,19218072.0,1974.0,3.0,2.0,10.2
PROP0568,Indiranagar,Apartment,13914406.0,1317.0,3.0,3.0,15.7
PROP0569,Whitefield,Apartment,14188505.0,1840.0,2.0,1.0,4.6
PROP0570,Koramangala,Independent House,29634849.0,2456.0,4.0,5.0,12.1
PROP0571,Whitefield,Apartment,18923677.0,,3.0,2.0,31.8
PROP0572,Jayanagar,Apartment,8358927.0,811.0,1.0,1.0,9.7
PROP0573,Koramangala,Apartment,11198308.0,968.0,1.0,,10.1
PROP0574,Jayanagar,Apartment,20898885.0,2222.0,4.0,5.0,2.5
PROP0575,Electronic City,Apartment,4162503.0,50.0,2.0,3.0,4.1
PROP0576, koramangala ,Apartment,10119239.0,762.0,1.0,2.0,5.4
PROP0577,Electronic City,Apartment,,1197.0,2.0,2.0,15.3
PROP0578,HSR Layout,Villa,17667091.0,1669.0,3.0,2.0,4.9
PROP0579,Electronic City,Apartment,7375412.0,1397.0,3.0,4.0,1.7
PROP0580,Whitefield,Independent House,9703941.0,1112.0,2.0,2.0,13.6
PROP0581,Koramangala,Apartment,13138407.0,1099.0,2.0,3.0,5.8
PROP0582,Koramangala,Apartment,13534416.0,1080.0,2.0,3.0,2.6
PROP0583,Indiranagar,Independent House,11414073.0,993.0,2.0,2.0,16.6
PROP0584,Koramangala,Studio,144978786.0,2636.0,12.0,6.0,7.8
PROP0585,Electronic City,Apartment,9058628.0,1605.0,2.0,3.0,14.4
PROP0586,HSR Layout,Independent House,20161880.0,1911.0,3.0,3.0,2.5
PROP0587,Whitefield,Apartment,,1196.0,2.0,1.0,1.0
PROP0588,Whitefield,Apartment,10639245.0,1353.0,3.0,2.0,11.3
PROP0589,Whitefield,Independent House,9494929.0,1079.0,2.0,2.0,4.0
PROP0590,Indiranagar,Studio,4679348.0,350.0,1.0,1.0,11.2
PROP0591,Electronic City,Apartment,4573343.0,733.0,1.0,1.0,11.3
PROP0592,Koramangala,Apartment,5627010.0,508.0,1.0,1.0,10.3
PROP0593,Whitefield,Apartment,3357713.0,350.0,1.0,2.0,20.5
PROP0594,HSR Layout,Apartment,7566091.0,828.0,1.0,2.0,45.0
PROP0595,Indiranagar,Independent House,23726131.0,2139.0,4.0,3.0,13.4
PROP0596,Whitefield,Apartment,10542532.0,1427.0,3.0,3.0,31.8
PROP0597,HSR Layout,Apartment,20320251.0,2121.0,3.0,2.0,7.9
PROP0598,HSR Layout,Apartment,17228142.0,1664.0,2.0,3.0,3.3
PROP0599,Electronic City,Apartment,11531057.0,1857.0,3.0,4.0,6.1
PROP0600,HSR Layout,Apartment,10101082.0,982.0,1.0,2.0,8.3
PROP0601,Koramangala,Independent House,21558194.0,,2.0,2.0,33.5
PROP0602,Jayanagar,Villa,16823799.0,1829.0,3.0,3.0,10.8
PROP0603,Electronic City,Villa,5724152.0,1150.0,3.0,4.0,21.0
PROP0604,HSR Layout,Apartment,18158325.0,1741.0,4.0,4.0,7.4
PROP0605, electronic city ,Apartment,10370976.0,1744.0,2.0,2.0,6.7
PROP0606,Jayanagar,Apartment,11144784.0,1164.0,2.0,3.0,2.4
PROP0607,Electronic City,Apartment,5556135.0,866.0,2.0,2.0,32.8
PROP0608,Indiranagar,Apartment,8558523.0,834.0,1.0,2.0,25.6
PROP0609,Jayanagar,Villa,14479074.0,1495.0,3.0,3.0,12.1
PROP0610,Koramangala,Independent House,19892003.0,1620.0,2.0,3.0,8.6
PROP0611,Koramangala,Apartment,11854993.0,1038.0,2.0,1.0,11.1
PROP0612,HSR Layout,Apartment,14421346.0,1464.0,2.0,1.0,3.2
PROP0613,Electronic City,Villa,10314179.0,1747.0,3.0,2.0,14.4
PROP0614,Electronic City,Apartment,11343331.0,1771.0,2.0,2.0,24.3
PROP0615,Whitefield,Independent House,17298756.0,2257.0,4.0,5.0,
PROP0616, jayanagar ,Apartment,19408446.0,2114.0,4.0,3.0,2.5
PROP0617,Jayanagar,Apartment,6483051.0,929.0,1.0,1.0,20.9
PROP0618,Whitefield,Apartment,18505898.0,,3.0,4.0,3.2
PROP0619,Indiranagar,Independent House,12824711.0,1174.0,1.0,2.0,1.1
PROP0620,Indiranagar,Apartment,22008948.0,1993.0,3.0,3.0,21.4
PROP0621,Jayanagar,Villa,13721875.0,1485.0,2.0,2.0,7.0
PROP0622,Koramangala,Apartment,15453573.0,1236.0,1.0,1.0,19.5
PROP0623, electronic city ,Apartment,3508460.0,510.0,1.0,1.0,18.3
PROP0624,Koramangala,Independent House,16678767.0,1361.0,2.0,1.0,-3.0
PROP0625,Electronic City,Apartment,3511794.0,639.0,1.0,2.0,11.0
PROP0626,Koramangala,Apartment,,,3.0,3.0,3.6
PROP0627,Jayanagar,Apartment,22133792.0,2239.0,4.0,5.0,8.3
PROP0628,Indiranagar,Independent House,11251853.0,1036.0,2.0,3.0,25.3
PROP0629,Koramangala,Apartment,20546724.0,1607.0,3.0,2.0,19.8
PROP0630,Jayanagar,Apartment,10045686.0,1073.0,2.0,1.0,8.6
PROP0631,Electronic City,Independent House,5663096.0,1123.0,1.0,2.0,8.5
PROP0632,Jayanagar,Villa,19479810.0,1853.0,3.0,2.0,15.8
PROP0633,Indiranagar,Independent House,15289735.0,1430.0,2.0,2.0,11.5
PROP0634, whitefield ,Studio,17738353.0,2355.0,4.0,5.0,9.0
PROP0635,Indiranagar,Villa,12580254.0,1199.0,2.0,3.0,14.9
PROP0636,,Apartment,21448413.0,1970.0,3.0,4.0,14.6
PROP0637,HSR Layout,Apartment,15202978.0,1501.0,3.0,2.0,6.2
PROP0638,HSR Layout,Villa,18870464.0,1864.0,3.0,,13.2
PROP0639,Jayanagar,Villa,11761565.0,1217.0,1.0,1.0,14.0
PROP0640,Electronic City,Independent House,8450746.0,1424.0,3.0,2.0,10.4
PROP0641,Jayanagar,Apartment,11811042.0,1390.0,1.0,1.0,5.7
PROP0642,Jayanagar,Apartment,,1015.0,1.0,2.0,
PROP0643,Indiranagar,Apartment,19514132.0,1794.0,3.0,2.0,4.8
PROP0644,Whitefield,Apartment,13895326.0,1788.0,3.0,4.0,13.4
PROP0645,HSR Layout,Apartment,17391442.0,1759.0,2.0,2.0,2.5
PROP0646,Electronic City,Studio,12337173.0,2249.0,3.0,3.0,27.0
PROP0647,Indiranagar,Apartment,22059849.0,2204.0,4.0,,23.6
PROP0648, koramangala ,Apartment,16396186.0,1255.0,1.0,1.0,14.2
PROP0649,HSR Layout,Apartment,,1644.0,3.0,3.0,19.0
PROP0650,Indiranagar,Villa,12330083.0,1126.0,2.0,1.0,18.2
PROP0386,Electronic City,Studio,5228537.0,,2.0,2.0,7.8
PROP0243,Whitefield,Independent House,9751205.0,1238.0,3.0,2.0,7.7
PROP0601,Koramangala,Independent House,21558194.0,,2.0,2.0,33.5
PROP0580,Whitefield,Independent House,9703941.0,1112.0,2.0,2.0,13.6
PROP0476,Whitefield,Apartment,15072528.0,2038.0,3.0,3.0,3.7
PROP0466,HSR Layout,Studio,12966438.0,1140.0,2.0,3.0,10.6
PROP0215,HSR Layout,Independent House,14314335.0,1275.0,2.0,1.0,6.1
PROP0590,Indiranagar,Studio,4679348.0,350.0,1.0,1.0,11.2
