enquiry_id,enquiry_datetime,destination,status,source,travelers,budget_inr,latitude,longitude
ENQ00245,2026-06-18 21:26:00,Kerala,New,WhatsApp,6,19601.0,10.589910588586674,76.24335850987732
ENQ00246,2026-02-15 10:33:00,Udaipur,Booked,WhatsApp,1,88038.0,24.513490686042967,73.69566880928875
ENQ00247,2026-03-26 22:46:00,Ladakh,Booked,Website,2,49511.0,34.152737824038546,77.71843455543852
ENQ00248,2026-04-19 07:25:00,Goa,Contacted,Google Ads,6,46642.0,15.323676719772601,74.15072901063868
ENQ00249,2026-04-13 11:10:00,Jaipur,Booked,Website,4,48567.0,26.95204910681754,75.85704468097929
ENQ00250,2026-01-06 16:59:00,Udaipur,New,Google Ads,2,51724.0,24.62174235630836,73.73503704195393
ENQ00251,2026-02-21 16:54:00,Goa,New,Referral,4,45777.0,15.356199753485052,73.92986924633351
ENQ00252,2026-04-27 21:39:00,Jaipur,Lost,WhatsApp,6,25899.0,27.079524126662307,75.91447838757708
ENQ00253,2026-05-05 22:41:00,Udaipur,Booked,Website,3,57804.0,24.602770860148745,73.59945948396731
ENQ00254,2026-05-13 17:56:00,Manali,Contacted,Google Ads,3,53849.0,32.340028034599435,77.13368988007483
ENQ00255,2026-06-28 17:28:00,Goa,Qualified,Google Ads,4,76071.0,15.342007281325996,74.02136755185715
ENQ00256,2026-05-02 12:08:00,Jaipur,Lost,Website,6,88481.0,27.09051255191785,75.67192265903131
ENQ00257,2026-04-15 19:36:00,Jaipur,Qualified,Google Ads,4,46414.0,26.917918885625323,75.61752502283909
ENQ00258,2026-03-01 17:27:00,Udaipur,Lost,Google Ads,6,23023.0,24.582102203824295,73.67847718358894
ENQ00259,2026-03-08 07:47:00,Manali,Lost,Referral,5,88811.0,32.33417467151248,77.15516964547265
ENQ00260,2026-05-29 20:46:00,Goa,Contacted,WhatsApp,3,25298.0,15.390389886627707,74.04207035459291
ENQ00261,2026-03-26 12:28:00,Goa,Booked,Website,3,46570.0,15.276743071756421,74.10304703216636
ENQ00262,2026-05-09 14:22:00,Goa,Booked,Website,5,35636.0,15.338947060450634,74.15346995411257
ENQ00263,2026-01-23 14:25:00,Jaipur,Booked,Website,1,32954.0,26.97017801239387,75.80864644826318
ENQ00264,2026-01-24 20:37:00,Goa,Contacted,Website,2,56419.0,15.35220518612905,74.05217088570454
ENQ00265,2026-02-08 11:38:00,Kerala,New,Instagram,2,44651.0,10.8816038933505,76.39975647419566
ENQ00266,2026-02-05 13:30:00,Goa,New,WhatsApp,5,50392.0,15.164900578608993,74.16312063639751
ENQ00267,2026-04-20 07:31:00,Goa,Booked,Instagram,5,27711.0,15.35344238223505,74.24089491019772
ENQ00268,2026-04-25 12:59:00,Manali,Booked,Google Ads,5,36986.0,32.30128375466322,77.1972252753727
ENQ00269,2026-04-11 08:15:00,Manali,Booked,Instagram,1,28292.0,32.27760585564081,77.1303969732351
ENQ00270,2026-02-22 16:10:00,Jaipur,Booked,Website,2,36573.0,26.881362554211382,75.68044377282384
ENQ00271,2026-04-14 21:47:00,Jaipur,New,Referral,2,37918.0,27.03136236114754,75.82331258551606
ENQ00272,2026-01-22 14:56:00,Jaipur,New,Google Ads,1,91727.0,26.839111003174033,75.80900855701302
ENQ00273,2026-03-27 21:36:00,Goa,Booked,Instagram,2,35593.0,15.392047816799547,74.20342338603635
ENQ00274,2026-01-28 22:24:00,Varanasi,Qualified,WhatsApp,3,15369.0,25.24338891094669,82.72319289472964
ENQ00275,2026-01-14 07:20:00,Jaipur,Booked,Instagram,6,74939.0,26.94403088679171,75.71635042945294
ENQ00276,2026-01-30 15:28:00,Udaipur,New,Website,2,48962.0,24.63518620047844,73.7885216310669
ENQ00277,2026-01-21 15:03:00,Varanasi,Qualified,Instagram,6,37710.0,25.40669064889307,83.11347923887828
ENQ00278,2026-03-28 13:31:00,Jaipur,Lost,Google Ads,5,32856.0,27.011308553446185,75.92726390630273
ENQ00279,2026-04-09 20:16:00,Jaipur,New,Instagram,1,26122.0,27.022724827458827,75.90459740592178
ENQ00280,2026-04-20 13:15:00,Goa,New,WhatsApp,2,95679.0,15.296030548856178,74.02085388550141
ENQ00281,2026-03-21 07:33:00,Jaipur,Booked,Google Ads,3,40944.0,27.110981620358594,75.79233623481728
ENQ00282,2026-02-01 15:57:00,Kerala,Booked,Instagram,6,18300.0,10.94879664511794,76.22707801351807
ENQ00283,2026-01-04 10:12:00,Jaipur,Lost,WhatsApp,5,46357.0,26.989513795403653,75.5917029339968
ENQ00284,2026-05-09 12:54:00,Udaipur,Lost,Instagram,6,68831.0,24.552564528719923,73.70462711332863
ENQ00285,2026-06-26 15:31:00,Manali,Booked,Instagram,2,42917.0,32.28020870146442,77.27496197412809
ENQ00286,2026-02-20 18:58:00,Varanasi,New,Website,6,26660.0,25.230068566269573,83.02669745511362
ENQ00287,2026-02-06 11:22:00,Varanasi,Qualified,Instagram,6,25608.0,25.41573335813094,83.16157292662034
ENQ00288,2026-02-26 13:59:00,Manali,Lost,Instagram,4,26472.0,32.299730238707006,77.1524395214815
ENQ00289,2026-02-08 08:39:00,Ladakh,Qualified,Website,1,79331.0,34.05085882743134,77.72333618382922
ENQ00290,2026-02-10 13:40:00,Ladakh,Lost,Google Ads,2,38731.0,34.21158735484744,77.57524194947358
ENQ00291,2026-03-31 16:33:00,Goa,Booked,Website,1,18792.0,15.169714536462255,74.04950528392816
ENQ00292,2026-05-22 16:27:00,Jaipur,New,Website,5,47548.0,26.962905623101918,75.81560664193007
ENQ00293,2026-05-09 11:31:00,Manali,Qualified,Google Ads,2,42621.0,32.087493475282685,77.23980900452014
ENQ00294,2026-06-22 07:51:00,Goa,Booked,Website,5,32684.0,15.173825084142404,74.23232072548818
ENQ00295,2026-03-06 16:47:00,Kerala,New,Google Ads,2,25272.0,10.867184473192397,76.23402628410005
ENQ00296,2026-03-30 17:01:00,Manali,Contacted,Google Ads,6,24782.0,32.322412347128854,77.21747994307566
ENQ00297,2026-03-10 08:41:00,Manali,Booked,Website,5,65226.0,32.3491942086804,77.19563804907116
ENQ00298,2026-01-08 15:50:00,Udaipur,New,Website,3,44713.0,24.596505549312457,73.68967996539217
ENQ00299,2026-03-11 08:44:00,Goa,Contacted,Instagram,3,49614.0,15.320337371421374,74.25983607038313
ENQ00300,2026-02-16 14:29:00,Kerala,Booked,Website,1,44657.0,10.810278866395116,76.32293641194646
ENQ00301,2026-03-28 17:20:00,Goa,Booked,Instagram,1,46355.0,15.228864513359364,73.95866143058572
ENQ00302,2026-01-29 18:40:00,Udaipur,Qualified,Referral,6,32398.0,24.60199669922961,73.74213243387756
ENQ00303,2026-05-14 18:39:00,Kerala,Lost,Google Ads,5,36461.0,10.841695898444602,76.15142120233823
ENQ00304,2026-06-01 19:22:00,Jaipur,Lost,Instagram,6,67565.0,26.93674408597133,75.80860509073116
ENQ00305,2026-06-22 10:24:00,Kerala,Qualified,WhatsApp,4,75599.0,10.779397549512595,76.16282067428216
ENQ00306,2026-01-16 20:22:00,Goa,New,Website,2,23079.0,15.279108965783523,74.17623433974222
ENQ00307,2026-01-22 12:02:00,Varanasi,Booked,WhatsApp,1,36422.0,25.35093237854336,82.90343304017327
ENQ00308,2026-06-23 12:01:00,Kerala,Contacted,Referral,5,58356.0,10.861454006801761,76.34207011243805
ENQ00309,2026-06-02 19:04:00,Manali,Lost,Instagram,2,93300.0,32.14938674325866,77.19425242944345
ENQ00310,2026-04-16 12:25:00,Varanasi,Booked,Website,1,89189.0,25.42477127841367,82.8719054275765
ENQ00311,2026-02-27 08:30:00,Udaipur,Qualified,Website,1,27960.0,24.67784210328396,73.8420349961858
ENQ00312,2026-04-04 18:24:00,Udaipur,Booked,WhatsApp,4,70998.0,24.56762355798633,73.6850593104787
ENQ00313,2026-04-07 17:57:00,Kerala,Qualified,Website,6,41070.0,10.933147553521565,76.25620956999764
ENQ00314,2026-06-02 16:13:00,Varanasi,Lost,WhatsApp,3,63999.0,25.12934986394439,82.96599643242483
ENQ00315,2026-04-06 09:23:00,Manali,Contacted,Instagram,6,57032.0,32.28083231745557,77.2484067082866
ENQ00316,2026-01-05 17:14:00,Udaipur,Lost,Instagram,3,22649.0,24.514949666819845,73.6909159104422
ENQ00317,2026-05-06 10:17:00,Udaipur,New,Google Ads,5,51232.0,24.663552581132183,73.70770011028694
ENQ00318,2026-05-20 15:35:00,Jaipur,Booked,Website,2,62894.0,26.79010096048313,75.88631104076963
ENQ00319,2026-02-23 15:18:00,Goa,Lost,Instagram,4,39639.0,15.28217111820982,74.2112975021745
ENQ00320,2026-01-21 19:19:00,Goa,Qualified,WhatsApp,2,35803.0,15.187663464330676,74.11432106019286
ENQ00321,2026-01-26 22:40:00,Goa,New,Website,5,19720.0,15.34007888189418,74.11702841107991
ENQ00322,2026-06-01 10:49:00,Manali,Booked,WhatsApp,3,54408.0,32.14855950381432,76.99825573545252
ENQ00323,2026-03-22 08:12:00,Goa,Lost,WhatsApp,1,43940.0,15.42116121036027,74.14384305615211
ENQ00324,2026-04-06 15:06:00,Kerala,Contacted,Website,2,26414.0,10.943844084223292,76.34539352794884
ENQ00325,2026-06-22 22:14:00,Jaipur,Qualified,Google Ads,3,34545.0,26.960147746089568,75.76159301158823
ENQ00326,2026-01-12 09:34:00,Goa,Booked,Website,3,42880.0,15.338481354051131,74.23860295570965
ENQ00327,2026-02-07 14:57:00,Kerala,Contacted,Google Ads,2,31109.0,10.857140874261901,76.42323608355194
ENQ00328,2026-05-30 13:09:00,Manali,Booked,WhatsApp,4,40048.0,32.123246249082655,77.060647311099
ENQ00329,2026-04-08 12:02:00,Manali,Qualified,WhatsApp,6,18200.0,32.322246017161554,77.12370056507832
ENQ00330,2026-01-05 17:31:00,Udaipur,New,WhatsApp,5,73414.0,24.748866953634302,73.81948730969864
ENQ00331,2026-05-07 11:59:00,Ladakh,Lost,Website,2,40287.0,34.279605720540644,77.6477549044441
ENQ00332,2026-01-25 14:33:00,Kerala,Contacted,Google Ads,5,24390.0,10.776773310106377,76.13835267198918
ENQ00333,2026-05-21 20:55:00,Jaipur,Lost,Website,6,13224.0,27.032023573535124,75.66733454351903
ENQ00334,2026-05-24 13:38:00,Jaipur,Booked,WhatsApp,2,63560.0,27.0391908550182,75.84086918081834
ENQ00335,2026-05-29 07:01:00,Ladakh,Qualified,Website,2,51420.0,34.14649978769439,77.61236381474683
ENQ00336,2026-03-25 21:25:00,Varanasi,Qualified,Website,1,43978.0,25.354823274835926,82.95770716891303
ENQ00337,2026-02-18 11:46:00,Varanasi,Qualified,Website,6,58999.0,25.431654978793542,83.08521206884797
ENQ00338,2026-06-08 19:30:00,Varanasi,Booked,Website,5,58926.0,25.330052744145675,82.92590044906397
ENQ00339,2026-04-11 19:11:00,Goa,Booked,Website,3,43658.0,15.403776323552345,73.9621951695889
ENQ00340,2026-04-25 15:10:00,Manali,Booked,Website,6,35676.0,32.27871140856091,77.24836600865672
ENQ00341,2026-01-25 08:39:00,Udaipur,Qualified,WhatsApp,4,33154.0,24.519131853217758,73.79040283899502
ENQ00342,2026-04-23 22:27:00,Ladakh,Contacted,Referral,6,48342.0,34.150489131094666,77.53334399024406
ENQ00343,2026-04-15 17:34:00,Goa,New,Website,6,75004.0,15.376357867173095,74.03714524570418
ENQ00344,2026-02-22 13:22:00,Kerala,Booked,Referral,6,38190.0,10.92003546692511,76.11251230289446
ENQ00345,2026-05-19 20:20:00,Goa,Qualified,Instagram,3,77734.0,15.322156355738496,74.12750751649708
ENQ00346,2026-01-25 19:39:00,Ladakh,Qualified,Referral,4,47314.0,34.10942433865074,77.60816998943112
ENQ00347,2026-05-10 19:00:00,Goa,Qualified,Website,2,47474.0,15.292934389650577,74.20837565018444
ENQ00348,2026-06-23 09:26:00,Varanasi,Qualified,Google Ads,6,118058.0,25.362412079104274,83.01011553862995
ENQ00349,2026-04-13 17:22:00,Goa,Booked,Instagram,2,84149.0,15.322648896284816,74.08622668347623
ENQ00350,2026-01-19 11:46:00,Kerala,Booked,Website,3,85136.0,10.826355716001945,76.29095726721768
ENQ00351,2026-04-10 08:43:00,Kerala,Lost,Google Ads,4,27937.0,10.83663124103143,76.36001622643464
ENQ00352,2026-04-06 12:25:00,Goa,New,Referral,5,107271.0,15.3067760151635,74.154077328626
ENQ00353,2026-04-10 08:15:00,Udaipur,Booked,Referral,5,38547.0,24.473185285288356,73.78795842176484
ENQ00354,2026-02-19 08:14:00,Ladakh,New,Instagram,6,36108.0,34.106106112506055,77.49358771341626
ENQ00355,2026-04-23 18:12:00,Udaipur,Booked,Instagram,5,15138.0,24.717094880729007,73.76830972179461
ENQ00356,2026-02-17 15:16:00,Goa,Booked,Referral,5,46326.0,15.377467657511342,74.16035969463258
ENQ00357,2026-04-11 13:45:00,Varanasi,Qualified,Website,4,24566.0,25.310147936327702,82.9515316793555
ENQ00358,2026-04-18 10:02:00,Kerala,Booked,Website,3,48067.0,10.912828814836534,76.36170152337907
ENQ00359,2026-04-27 19:01:00,Kerala,Qualified,Instagram,6,23717.0,10.845045300165932,76.43690342917607
ENQ00360,2026-05-24 17:32:00,Manali,Contacted,Website,3,89823.0,32.22741451602314,77.0776793244088
ENQ00361,2026-06-08 16:13:00,Kerala,Qualified,Instagram,4,51269.0,10.712778180720482,76.13607797056966
ENQ00362,2026-05-20 10:49:00,Jaipur,New,Website,2,111589.0,26.879295056594202,75.76873855831099
ENQ00363,2026-05-24 08:45:00,Manali,Lost,Google Ads,3,25242.0,32.29780797101439,77.1869113571797
ENQ00364,2026-06-06 08:46:00,Goa,Booked,Google Ads,3,80319.0,15.366769682770736,74.12759142660983
ENQ00365,2026-02-13 07:27:00,Goa,Booked,Referral,2,17773.0,15.30038171409015,74.07779881007932
ENQ00366,2026-02-22 22:26:00,Jaipur,Lost,Google Ads,5,43926.0,27.026207076831827,75.66478125627376
ENQ00367,2026-04-06 12:25:00,Goa,Booked,Instagram,5,30104.0,15.32340482325711,74.10946796306006
ENQ00368,2026-03-25 17:11:00,Udaipur,Qualified,WhatsApp,5,32698.0,24.64794036780036,73.71083364790753
ENQ00369,2026-05-07 22:34:00,Kerala,New,Referral,1,31704.0,10.851191496449273,76.24976883021523
ENQ00370,2026-01-02 21:51:00,Jaipur,Qualified,Google Ads,2,26503.0,27.02386051233056,75.78749247080482
ENQ00371,2026-01-26 12:15:00,Udaipur,Lost,Website,2,22692.0,24.742972096929076,73.73427976653021
ENQ00372,2026-05-15 14:03:00,Ladakh,Lost,Google Ads,5,32779.0,34.154340787263784,77.56537384321165
ENQ00373,2026-05-28 14:33:00,Ladakh,Booked,Google Ads,6,42144.0,34.197739751974815,77.52992853016742
ENQ00374,2026-02-24 07:23:00,Udaipur,Contacted,Google Ads,3,67528.0,24.59705939192312,73.71315096112863
ENQ00375,2026-02-25 19:47:00,Ladakh,Contacted,Referral,2,45686.0,34.17861981594122,77.60500242610094
ENQ00376,2026-04-12 16:51:00,Kerala,Lost,WhatsApp,4,67615.0,10.882659590414713,76.27869237969387
ENQ00377,2026-03-27 12:57:00,Ladakh,New,WhatsApp,6,20567.0,34.27811547938795,77.61080550529459
ENQ00378,2026-01-31 15:23:00,Ladakh,Booked,Google Ads,3,32919.0,34.361078903068744,77.58098811268526
ENQ00379,2026-04-01 18:54:00,Goa,Qualified,WhatsApp,2,55082.0,15.376013063396414,74.06591606333002
ENQ00380,2026-05-28 07:07:00,Ladakh,Contacted,WhatsApp,4,46680.0,34.2646631404249,77.52065728505804
ENQ00381,2026-05-12 17:22:00,Udaipur,Booked,Website,6,27149.0,24.621870241436486,73.69134582387487
ENQ00382,2026-05-28 20:15:00,Udaipur,Lost,Google Ads,5,60899.0,24.62156062376935,73.69371630105029
ENQ00383,2026-04-26 18:55:00,Ladakh,Booked,Website,4,31494.0,34.0894597684863,77.55527261681617
ENQ00384,2026-06-07 16:36:00,Manali,Qualified,Website,5,28193.0,32.36652640993133,77.22658210148042
ENQ00385,2026-02-14 08:21:00,Manali,Qualified,Website,1,49800.0,32.14009199760967,77.2768306160992
ENQ00386,2026-01-09 18:09:00,Kerala,Lost,Instagram,5,40111.0,10.779178865573819,76.33056874304465
ENQ00387,2026-01-21 19:46:00,Varanasi,Booked,Website,1,31613.0,25.36185321180767,83.02320483730011
ENQ00388,2026-06-28 14:39:00,Ladakh,Qualified,Website,3,31134.0,34.30085513329345,77.51070872600783
ENQ00389,2026-04-26 16:51:00,Ladakh,Booked,Website,3,24716.0,34.20146358207094,77.67776708899459
ENQ00390,2026-02-14 16:26:00,Varanasi,Contacted,Google Ads,5,33475.0,25.26613266387001,82.9142397135588
ENQ00391,2026-06-03 08:08:00,Ladakh,New,WhatsApp,2,65620.0,34.12962499689821,77.60297864286576
ENQ00392,2026-02-25 11:20:00,Goa,Lost,WhatsApp,2,44653.0,15.186461898083124,74.16811215926866
ENQ00393,2026-04-18 19:37:00,Ladakh,Booked,Instagram,6,61574.0,34.03992906066034,77.68046646606459
ENQ00394,2026-02-14 22:14:00,Jaipur,New,Website,3,50456.0,26.95350134624721,75.94035118977085
ENQ00395,2026-01-18 11:04:00,Kerala,Contacted,WhatsApp,5,30367.0,10.904002700848745,76.24671916391033
ENQ00396,2026-02-18 13:49:00,Jaipur,Lost,Website,4,19044.0,26.84850582918259,75.80641128464623
ENQ00397,2026-02-11 21:31:00,Kerala,Booked,WhatsApp,4,26359.0,10.84807995292177,76.36599112279019
ENQ00398,2026-04-10 09:23:00,Manali,Booked,Google Ads,5,29572.0,32.168910494691616,77.35087216003687
ENQ00399,2026-01-04 11:33:00,Jaipur,New,Instagram,5,28560.0,27.014382155337202,75.77101810957943
ENQ00400,2026-02-13 07:44:00,Kerala,Lost,Website,6,62199.0,10.99432567181101,76.20844975239542
ENQ00401,2026-04-13 10:00:00,Varanasi,Lost,Website,5,61908.0,25.334047183193217,82.87178231587443
ENQ00402,2026-03-12 17:26:00,Goa,Qualified,Google Ads,2,108226.0,15.447025540504113,73.99220905495352
ENQ00403,2026-04-25 12:15:00,Varanasi,Contacted,Instagram,2,28366.0,25.202364664299026,82.9231229514351
ENQ00404,2026-04-29 22:05:00,Goa,Booked,WhatsApp,6,82083.0,15.405085893974093,74.20038759088631
ENQ00405,2026-06-23 21:02:00,Jaipur,Lost,Google Ads,3,81855.0,26.92216405025833,75.86881409689339
ENQ00406,2026-05-31 21:26:00,Goa,Booked,Instagram,2,36030.0,15.290066902023108,74.15779430234143
ENQ00407,2026-02-11 18:32:00,Kerala,Lost,Website,1,49500.0,10.98263808605249,76.25137049014367
ENQ00408,2026-05-05 18:30:00,Udaipur,Booked,Instagram,4,69910.0,24.524090190338264,73.75012973714617
ENQ00409,2026-04-23 15:46:00,Kerala,Contacted,Website,4,38953.0,10.909721944599324,76.27993581897162
ENQ00410,2026-04-17 22:27:00,Udaipur,Qualified,Google Ads,5,37619.0,24.665670505096482,73.69639926910132
ENQ00411,2026-05-24 08:35:00,Kerala,Booked,Google Ads,5,30162.0,10.86070368076668,76.3010659906051
ENQ00412,2026-01-27 18:48:00,Udaipur,Contacted,Referral,5,13830.0,24.608388883042995,73.84156173034312
ENQ00413,2026-03-09 09:39:00,Ladakh,Contacted,Instagram,4,41289.0,34.18216450000003,77.55268782920629
ENQ00414,2026-05-27 12:54:00,Manali,Booked,Website,6,29062.0,32.28543853611928,77.2699080672216
ENQ00415,2026-06-10 11:13:00,Goa,Qualified,Referral,6,24655.0,15.361238835321505,74.18150460569304
ENQ00416,2026-01-07 16:47:00,Jaipur,Booked,Google Ads,5,48369.0,26.792555988518878,75.58789899065277
ENQ00417,2026-03-26 19:41:00,Kerala,New,Google Ads,3,20817.0,10.95252116308965,76.30620859569649
ENQ00418,2026-02-17 08:34:00,Kerala,Contacted,Google Ads,2,57490.0,10.84877380667078,76.32664504222241
ENQ00419,2026-01-31 16:00:00,Goa,Contacted,WhatsApp,1,49725.0,15.453484794853274,74.2370824932677
ENQ00420,2026-01-11 10:32:00,Ladakh,Booked,Website,6,33408.0,34.22957764582416,77.50606194937339
ENQ00421,2026-04-07 08:51:00,Ladakh,Booked,Instagram,5,38876.0,34.09205673576241,77.38608762549057
ENQ00422,2026-05-01 13:38:00,Goa,Qualified,Referral,6,23413.0,15.349981077910794,74.2126901757969
ENQ00423,2026-04-06 16:00:00,Goa,Qualified,Website,5,56066.0,15.39451424369532,74.17803443770214
ENQ00424,2026-03-08 10:17:00,Goa,New,Referral,3,43519.0,15.286974651341815,74.07885780304719
ENQ00425,2026-05-19 13:34:00,Manali,Booked,Instagram,1,45002.0,32.17717081631274,77.17612601206679
ENQ00426,2026-04-28 22:48:00,Udaipur,Lost,Website,1,50136.0,24.507173899688283,73.85297632520069
ENQ00427,2026-06-13 12:26:00,Kerala,Booked,Website,5,29958.0,10.746310275754752,76.25533573784887
ENQ00428,2026-03-04 22:51:00,Jaipur,Contacted,WhatsApp,2,20192.0,26.75750252692553,75.81102438890385
ENQ00429,2026-02-13 20:47:00,Manali,Booked,Referral,3,61539.0,32.24300930321943,77.16065677170883
ENQ00430,2026-03-24 12:16:00,Jaipur,Contacted,Website,6,54533.0,26.837777338717597,75.78749694684701
ENQ00431,2026-04-02 16:11:00,Manali,New,Website,3,31436.0,32.19964312879886,77.17825056885067
ENQ00432,2026-03-24 18:54:00,Manali,New,Website,6,48085.0,32.39979440015344,77.2029741772714
ENQ00433,2026-05-30 14:35:00,Kerala,New,Website,4,70455.0,10.893129376637923,76.23394281794556
ENQ00434,2026-01-09 13:50:00,Kerala,Contacted,Referral,5,66773.0,10.78774515922602,76.26926338292411
ENQ00435,2026-04-05 12:55:00,Ladakh,Booked,Website,1,31026.0,34.352914080388175,77.55400578440847
ENQ00436,2026-03-19 09:25:00,Jaipur,Contacted,Website,3,20470.0,26.941315024269187,75.72102811879276
ENQ00437,2026-02-07 07:02:00,Udaipur,Booked,Website,2,22112.0,24.36497823692786,73.64931349344548
ENQ00438,2026-04-26 12:54:00,Jaipur,Lost,Google Ads,1,34765.0,27.102856762188303,75.83493122357798
ENQ00439,2026-05-25 19:35:00,Goa,Booked,Google Ads,6,77240.0,15.430573936084278,74.09618222120544
ENQ00440,2026-04-09 10:07:00,Ladakh,Qualified,Google Ads,4,28820.0,33.96405351169947,77.488303279723
ENQ00441,2026-01-16 09:31:00,Varanasi,Booked,Google Ads,3,30586.0,25.349361980883533,82.99290910887491
ENQ00442,2026-01-14 12:01:00,Goa,New,WhatsApp,3,30304.0,15.298466096273742,74.0815800790051
ENQ00443,2026-03-17 16:17:00,Manali,Qualified,Instagram,2,31488.0,32.31837725494426,77.14909226607992
ENQ00444,2026-05-01 10:20:00,Varanasi,Qualified,WhatsApp,1,39798.0,25.342225349613013,82.98952625320261
ENQ00445,2026-02-26 10:27:00,Ladakh,Lost,Google Ads,6,22485.0,34.12311980453102,77.50649631591683
ENQ00446,2026-02-25 08:33:00,Kerala,Booked,Website,1,65160.0,10.816313593062164,76.42098974261583
ENQ00447,2026-06-04 12:50:00,Jaipur,Lost,Referral,3,37476.0,27.001395829061295,75.86893109850256
ENQ00448,2026-01-03 10:21:00,Manali,Booked,Google Ads,1,122057.0,32.180282903458014,77.07418485816265
ENQ00449,2026-01-15 20:44:00,Goa,Qualified,Google Ads,6,23589.0,15.38701953726069,74.19638138083599
ENQ00450,2026-01-29 21:56:00,Jaipur,Lost,Website,2,81803.0,26.923379918134607,75.75765680899333
ENQ00451,2026-06-27 12:44:00,Kerala,Lost,Instagram,3,74812.0,10.733384427661198,76.34049203555028
ENQ00452,2026-03-31 08:15:00,Udaipur,Qualified,WhatsApp,5,33236.0,24.680290809197274,73.65817260572071
ENQ00453,2026-01-29 08:40:00,Jaipur,Lost,Website,4,33485.0,26.851392031940833,75.88658495400071
ENQ00454,2026-02-25 12:16:00,Udaipur,Lost,Website,3,26425.0,24.534050842968522,73.85482481662852
ENQ00455,2026-06-24 14:28:00,Varanasi,Qualified,Website,4,26561.0,25.30887585937074,82.94297506345067
ENQ00456,2026-05-05 15:38:00,Varanasi,New,Instagram,3,39989.0,25.32120864009707,82.94296946125088
ENQ00457,2026-02-10 11:17:00,Goa,Contacted,Referral,2,40374.0,15.389396990907816,74.19486481116603
ENQ00458,2026-02-13 12:00:00,Manali,Booked,Google Ads,4,19449.0,32.330248503420066,77.20396157925552
ENQ00459,2026-01-14 11:50:00,Jaipur,New,WhatsApp,3,112276.0,26.875891640135332,75.78657487940578
ENQ00460,2026-05-20 15:43:00,Goa,Qualified,Instagram,6,35591.0,15.265244256674379,74.24132772105463
ENQ00461,2026-01-25 18:07:00,Goa,Booked,Instagram,3,41199.0,15.379481897903888,74.11667815465142
ENQ00462,2026-02-21 07:22:00,Goa,Lost,Website,5,30177.0,15.225182003458299,74.2472671750563
ENQ00463,2026-03-04 14:15:00,Goa,Lost,Website,2,35471.0,15.310234730843545,74.11358660318426
ENQ00464,2026-04-22 17:58:00,Goa,Booked,Referral,4,34050.0,15.423272217577518,74.08320409492976
ENQ00465,2026-04-20 17:56:00,Ladakh,Qualified,Website,4,39947.0,34.12708584789364,77.55853928412994
ENQ00466,2026-05-24 16:41:00,Udaipur,New,Website,5,39738.0,24.480074466268654,73.73775882923408
ENQ00467,2026-02-23 15:26:00,Goa,Booked,WhatsApp,3,57459.0,15.238312420425725,74.0783422614151
ENQ00468,2026-03-11 17:03:00,Ladakh,Contacted,Google Ads,5,44306.0,34.096245161647865,77.53003438373568
ENQ00469,2026-03-11 13:14:00,Goa,Booked,Website,1,54916.0,15.232186842878736,74.1437771342096
ENQ00470,2026-01-09 16:05:00,Manali,Lost,Google Ads,5,39824.0,32.230752552601146,77.19304065105665
ENQ00471,2026-05-13 12:47:00,Udaipur,Booked,Instagram,5,44387.0,24.773703046116985,73.70005510551206
ENQ00472,2026-04-07 14:05:00,Manali,Booked,WhatsApp,3,35884.0,32.29159580977891,77.24669996794688
ENQ00473,2026-03-27 08:40:00,Goa,Booked,Google Ads,1,62820.0,15.294271470050859,74.1459039305236
ENQ00474,2026-06-29 12:57:00,Manali,Lost,Website,4,46250.0,32.244855855221,77.20540467165692
ENQ00475,2026-02-02 09:18:00,Manali,Qualified,Website,5,37253.0,32.19627865685215,77.14966309523362
ENQ00476,2026-06-24 10:41:00,Kerala,Qualified,Website,3,36757.0,10.851853780262646,76.11334770849193
ENQ00477,2026-05-03 13:52:00,Manali,New,Google Ads,1,38081.0,32.36288582318123,77.36206864143993
ENQ00478,2026-02-09 15:25:00,Manali,Booked,Instagram,3,40552.0,32.25682802079398,77.24243753418008
ENQ00479,2026-05-03 22:26:00,Goa,Contacted,Referral,6,38998.0,15.38578461360404,74.01802642083373
ENQ00480,2026-05-17 07:12:00,Kerala,Qualified,Instagram,2,31106.0,10.924762235622755,76.23698481644527
ENQ00481,2026-03-07 21:25:00,Goa,Booked,Website,4,56435.0,15.482557938385348,74.1089392344001
ENQ00482,2026-03-04 12:52:00,Ladakh,New,Website,3,58062.0,34.22525457785373,77.56272696557119
ENQ00483,2026-05-31 18:39:00,Varanasi,Booked,Website,5,89265.0,25.493335420506433,82.93291198263688
ENQ00484,2026-01-29 17:12:00,Manali,New,Instagram,3,30485.0,32.33640710298619,77.23933423059616
ENQ00485,2026-01-03 22:31:00,Varanasi,Contacted,Google Ads,3,53989.0,25.34994479693313,82.99222059208358
ENQ00486,2026-04-30 08:42:00,Jaipur,New,WhatsApp,4,16942.0,26.859038998584253,75.58041549516527
ENQ00487,2026-06-13 22:04:00,Goa,New,Website,4,58087.0,15.38525136867693,74.08489287117246
ENQ00488,2026-04-01 08:45:00,Manali,Lost,Google Ads,3,20768.0,32.33676801149456,77.21733582143325
ENQ00489,2026-01-25 21:12:00,Manali,Lost,Website,2,25686.0,32.33922054248161,77.25335140160875
