property_id,neighborhood,property_type,price,area_sqft,bedrooms,bathrooms,age_years,price_outlier,price_per_sqft,size_band
PROP0259,Indiranagar,Apartment,9254518.0,841.0,1.0,2.0,13.0,False,11004.183115338883,Medium
PROP0260,Hsr Layout,Apartment,10355283.0,881.0,2.0,1.0,18.3,False,11754.010215664019,Medium
PROP0261,Indiranagar,Apartment,18078833.0,1600.0,2.0,3.0,2.3,False,11299.270625,Large
PROP0262,Jayanagar,Independent House,13828285.0,2097.0,4.0,5.0,18.5,False,6594.318073438245,Large
PROP0263,Whitefield,Apartment,11506834.5,1226.0,1.0,1.0,5.9,False,9385.67251223491,Medium
PROP0264,Indiranagar,Apartment,2578586.0,350.0,1.0,1.0,29.9,False,7367.388571428572,Small
PROP0265,Electronic City,Apartment,2547565.0,564.0,2.0,1.0,17.2,False,4516.959219858156,Small
PROP0266,Indiranagar,Apartment,11287956.0,1017.0,2.0,3.0,15.2,False,11099.268436578172,Medium
PROP0267,Whitefield,Independent House,33758766.0,1160.0,2.0,3.0,10.6,True,29102.38448275862,Medium
PROP0268,Indiranagar,Independent House,12368902.0,1238.0,2.0,3.0,45.0,False,9991.035541195477,Medium
PROP0269,Indiranagar,Apartment,15277294.0,1470.0,2.0,1.0,7.2,False,10392.71700680272,Large
PROP0270,Indiranagar,Apartment,14140116.0,1288.0,3.0,3.0,4.4,False,10978.350931677018,Medium
PROP0271,Indiranagar,Apartment,20828969.0,1996.0,3.0,2.0,6.1,False,10435.355210420841,Large
PROP0272,Whitefield,Apartment,8537655.0,1098.0,1.0,2.0,20.5,False,7775.642076502732,Medium
PROP0273,Indiranagar,Apartment,10918046.0,1002.0,1.0,1.0,11.0,False,10896.253493013972,Medium
PROP0274,Hsr Layout,Apartment,18609052.0,1699.0,3.0,4.0,9.8,False,10952.944084755738,Large
PROP0275,Hsr Layout,Apartment,6825258.0,651.0,1.0,2.0,7.2,False,10484.267281105991,Small
PROP0276,Koramangala,Apartment,20007049.0,1653.0,2.0,3.0,9.5,False,12103.477918935268,Large
PROP0277,Whitefield,Apartment,11518567.0,1503.0,2.0,2.0,6.9,False,7663.7172322022625,Large
PROP0278,Koramangala,Apartment,15548538.0,1373.0,2.0,2.0,16.2,False,11324.49963583394,Medium
PROP0279,Electronic City,Apartment,8235351.0,2276.0,4.0,4.0,8.5,False,3618.3440246045693,Very Large
PROP0280,Electronic City,Apartment,7105472.0,1126.0,1.0,2.0,6.2,False,6310.365896980462,Medium
PROP0281,Indiranagar,Apartment,28858598.0,2521.0,4.0,3.0,19.4,True,11447.282030940103,Very Large
PROP0282,Whitefield,Apartment,9866243.0,1333.0,2.0,2.0,4.5,False,7401.532633158289,Medium
PROP0283,Whitefield,Apartment,5776936.0,786.0,2.0,3.0,11.1,False,7349.791348600509,Small
PROP0284,Whitefield,Apartment,11143009.0,1503.0,3.0,3.0,1.6,False,7413.844976713241,Large
PROP0285,Hsr Layout,Studio,9451011.0,890.0,1.0,2.0,3.0,False,10619.113483146068,Medium
PROP0286,Koramangala,Independent House,13252941.0,1059.0,2.0,1.0,7.8,False,12514.580736543909,Medium
PROP0287,Indiranagar,Apartment,17994863.0,1656.0,3.0,3.0,6.8,False,10866.463164251209,Large
PROP0288,Whitefield,Apartment,14193594.0,1739.0,3.0,3.0,6.7,False,8161.928694652099,Large
PROP0289,Koramangala,Villa,13016104.0,1126.0,1.0,1.0,17.3,False,11559.595026642985,Medium
PROP0290,Indiranagar,Villa,98269965.0,1963.0,3.0,2.0,18.0,True,50061.11309220581,Large
PROP0291,Jayanagar,Apartment,13828285.0,2052.0,3.0,2.0,12.7,False,6738.930311890838,Large
PROP0292,Indiranagar,Apartment,24062089.0,2197.0,3.0,4.0,4.3,False,10952.248065543923,Large
PROP0293,Electronic City,Apartment,9979612.0,1725.0,3.0,3.0,9.4,False,5785.28231884058,Large
PROP0294,Indiranagar,Apartment,24182732.0,2159.0,4.0,3.0,32.6,False,11200.894858730893,Large
PROP0295,Jayanagar,Apartment,3662002.0,472.0,1.0,1.0,42.7,False,7758.478813559322,Small
PROP0296,Electronic City,Apartment,7722166.0,1285.0,2.0,1.0,19.5,False,6009.467704280156,Medium
PROP0297,Electronic City,Apartment,5452337.0,999.0,2.0,3.0,4.5,False,5457.794794794795,Medium
PROP0298,Jayanagar,Apartment,15702226.0,1512.0,3.0,2.0,9.5,False,10385.070105820107,Large
PROP0299,Jayanagar,Apartment,11776780.0,1153.0,2.0,3.0,12.1,False,10214.032957502168,Medium
PROP0300,Hsr Layout,Villa,13413050.0,1364.0,2.0,1.0,10.8,False,9833.614369501467,Medium
PROP0301,Jayanagar,Apartment,23850908.0,2429.0,3.0,3.0,20.9,False,9819.22931247427,Very Large
PROP0302,Indiranagar,Apartment,14736620.0,1362.0,2.0,1.0,16.8,False,10819.838472834068,Medium
PROP0303,Koramangala,Apartment,17065078.0,1665.0,3.0,4.0,4.2,False,10249.296096096095,Large
PROP0304,Koramangala,Studio,16886882.0,1329.0,1.0,1.0,6.3,False,12706.457486832205,Medium
PROP0305,Electronic City,Apartment,9136206.0,1489.0,3.0,3.0,19.5,False,6135.799865681665,Large
PROP0306,Koramangala,Apartment,17065078.0,1453.0,3.0,2.0,25.2,False,11744.719889883001,Large
PROP0307,Whitefield,Apartment,12843573.0,1683.0,3.0,2.0,12.2,False,7631.356506238859,Large
PROP0308,Hsr Layout,Studio,20855429.0,2056.0,4.0,3.0,27.2,False,10143.691147859921,Large
PROP0309,Whitefield,Studio,17842776.0,2307.0,4.0,5.0,11.2,False,7734.189856957087,Very Large
PROP0310,Indiranagar,Independent House,17752956.0,1611.0,3.0,3.0,4.9,False,11019.836126629423,Large
PROP0311,Koramangala,Apartment,20991173.0,1757.0,2.0,2.0,15.8,False,11947.16733067729,Large
PROP0312,Koramangala,Apartment,11451298.0,852.0,1.0,1.0,45.0,False,13440.49061032864,Medium
PROP0313,Whitefield,Apartment,10179762.0,1404.0,3.0,4.0,3.4,False,7250.542735042735,Large
PROP0314,Whitefield,Apartment,14640370.0,1939.0,3.0,3.0,26.6,False,7550.474471376999,Large
PROP0315,Whitefield,Villa,14261917.0,1900.0,3.0,3.0,15.2,False,7506.272105263158,Large
PROP0316,Whitefield,Apartment,13379654.0,1560.0,2.0,1.0,6.0,False,8576.701282051283,Large
PROP0317,Whitefield,Apartment,14267565.0,1911.0,3.0,2.0,1.6,False,7466.0204081632655,Large
PROP0318,Hsr Layout,Independent House,17380397.0,1705.0,2.0,2.0,1.0,False,10193.781231671554,Large
PROP0319,Whitefield,Apartment,11506834.5,2074.0,3.0,3.0,6.7,False,5548.136210221794,Large
PROP0320,Electronic City,Apartment,9591899.0,1600.0,3.0,2.0,13.5,False,5994.936875,Large
PROP0321,Electronic City,Apartment,6553961.0,1265.0,2.0,1.0,18.6,False,5180.996837944664,Medium
PROP0322,Koramangala,Independent House,18820935.0,1625.0,3.0,2.0,21.4,False,11582.113846153847,Large
PROP0323,Whitefield,Independent House,1201492.0,350.0,1.0,1.0,12.7,False,3432.8342857142857,Small
PROP0324,Koramangala,Apartment,20717984.0,1649.0,3.0,4.0,11.4,False,12563.96846573681,Large
PROP0325,Jayanagar,Independent House,3008067.0,350.0,1.0,1.0,8.0,False,8594.477142857142,Small
PROP0326,Hsr Layout,Independent House,4702298.0,554.0,1.0,2.0,13.8,False,8487.902527075812,Small
PROP0327,Jayanagar,Studio,17144724.0,1685.0,3.0,3.0,6.0,False,10174.910385756677,Large
PROP0328,Koramangala,Independent House,20094137.0,1698.0,3.0,4.0,3.6,False,11834.002944640753,Large
PROP0329,Hsr Layout,Apartment,9162619.0,846.0,1.0,1.0,10.9,False,10830.518912529551,Medium
PROP0330,Whitefield,Studio,7612728.0,1080.0,2.0,2.0,17.6,False,7048.822222222222,Medium
PROP0331,Jayanagar,Apartment,22302623.0,2163.0,2.0,5.0,2.9,False,10310.967637540452,Large
PROP0332,Whitefield,Villa,9759382.0,1198.0,2.0,2.0,6.7,False,8146.395659432387,Medium
PROP0333,Hsr Layout,Apartment,25903357.0,2616.0,4.0,5.0,10.6,False,9901.89487767584,Very Large
PROP0334,Electronic City,Villa,7794754.0,1449.0,2.0,1.0,10.6,False,5379.402346445825,Large
PROP0335,Indiranagar,Independent House,18621084.0,1662.0,3.0,2.0,14.9,False,11204.02166064982,Large
PROP0336,Hsr Layout,Apartment,22955396.0,2291.0,4.0,5.0,32.0,False,10019.814927979049,Very Large
PROP0337,Indiranagar,Independent House,16565677.0,1518.0,2.0,1.0,1.0,False,10912.83069828722,Large
PROP0338,Hsr Layout,Apartment,10517869.0,929.0,2.0,3.0,32.9,False,11321.710441334768,Medium
PROP0339,Indiranagar,Apartment,13805442.0,1393.0,2.0,3.0,10.6,False,9910.582914572864,Medium
PROP0340,Electronic City,Apartment,8235351.0,1431.0,2.0,3.0,18.8,False,5754.962264150943,Large
PROP0341,Indiranagar,Studio,8710425.0,740.0,1.0,1.0,12.0,False,11770.844594594595,Small
PROP0342,Electronic City,Apartment,8455023.0,1317.0,4.0,5.0,6.1,False,6419.911161731207,Medium
PROP0343,Jayanagar,Apartment,10026195.0,1064.0,1.0,1.0,18.6,False,9423.11560150376,Medium
PROP0344,Hsr Layout,Apartment,14482705.5,1931.0,3.0,3.0,12.5,False,7500.106421543242,Large
PROP0345,Jayanagar,Apartment,13018187.0,1468.0,2.0,1.0,8.1,False,8867.974795640326,Large
PROP0346,Jayanagar,Apartment,11929091.0,1303.0,2.0,3.0,18.3,False,9155.096699923253,Medium
PROP0347,Electronic City,Independent House,8102401.0,1395.0,2.0,3.0,20.4,False,5808.172759856631,Medium
PROP0348,Whitefield,Villa,11985203.0,1503.0,3.0,4.0,25.1,False,7974.186959414505,Large
PROP0349,Hsr Layout,Studio,18482368.0,1771.0,3.0,4.0,5.6,False,10436.119706380576,Large
PROP0350,Indiranagar,Apartment,10819998.0,930.0,2.0,1.0,23.0,False,11634.406451612904,Medium
PROP0351,Hsr Layout,Independent House,8688853.0,908.0,2.0,1.0,8.2,False,9569.221365638767,Medium
PROP0352,Whitefield,Apartment,15509577.0,1503.0,2.0,3.0,12.1,False,10319.079840319362,Large
PROP0353,Koramangala,Apartment,15541936.0,1432.0,3.0,3.0,13.8,False,10853.307262569833,Large
PROP0354,Hsr Layout,Apartment,6927862.0,713.0,1.0,1.0,21.8,False,9716.496493688639,Small
PROP0355,Koramangala,Apartment,17065078.0,1681.0,3.0,4.0,17.0,False,10151.741820345032,Large
PROP0356,Koramangala,Apartment,21442541.0,1691.0,2.0,3.0,8.0,False,12680.390892962743,Large
PROP0357,Jayanagar,Villa,6610652.0,654.0,1.0,1.0,1.1,False,10108.030581039755,Small
PROP0358,Jayanagar,Apartment,16334289.0,1569.0,3.0,4.0,14.8,False,10410.636711281071,Large
PROP0359,Koramangala,Apartment,21389122.0,1833.0,3.0,2.0,11.7,False,11668.915439170758,Large
PROP0360,Hsr Layout,Villa,17222749.0,1645.0,3.0,2.0,3.4,False,10469.756231003039,Large
PROP0361,Electronic City,Independent House,8235351.0,1779.0,3.0,2.0,12.7,False,4629.202360876897,Large
PROP0362,Indiranagar,Apartment,7259509.0,720.0,1.0,1.0,10.5,False,10082.65138888889,Small
PROP0363,Indiranagar,Apartment,17760357.0,1622.0,3.0,2.0,24.9,False,10949.66522811344,Large
PROP0364,Indiranagar,Apartment,12760554.0,1293.0,2.0,1.0,34.3,False,9868.951276102089,Medium
PROP0365,Hsr Layout,Apartment,14482705.5,1199.0,2.0,3.0,20.1,False,12078.987072560467,Medium
PROP0366,Koramangala,Apartment,23810596.0,1903.0,3.0,4.0,10.0,False,12512.1366263794,Large
PROP0367,Jayanagar,Apartment,21223924.0,2219.0,4.0,5.0,11.2,False,9564.634520054078,Very Large
PROP0368,Hsr Layout,Villa,23552875.0,2383.0,3.0,4.0,5.4,False,9883.707511540075,Very Large
PROP0369,Whitefield,Apartment,15940604.0,2134.0,4.0,5.0,6.3,False,7469.823805060919,Large
PROP0370,Electronic City,Apartment,8674985.0,1393.0,2.0,2.0,9.6,False,6227.555635319454,Medium
PROP0371,Jayanagar,Apartment,15921093.0,1633.0,3.0,3.0,8.9,False,9749.597672994489,Large
PROP0372,Whitefield,Independent House,12532480.0,1849.0,3.0,2.0,3.2,False,6777.977285018929,Large
PROP0373,Indiranagar,Apartment,12586876.0,1513.0,3.0,3.0,25.1,False,8319.151354923992,Large
PROP0374,Whitefield,Apartment,11495102.0,1518.0,2.0,1.0,27.4,False,7572.530961791831,Large
PROP0375,Indiranagar,Apartment,19571219.0,1878.0,3.0,4.0,24.6,False,10421.309371671992,Large
PROP0376,Indiranagar,Villa,16070924.0,1419.0,2.0,1.0,28.0,False,11325.527836504582,Large
PROP0377,Electronic City,Independent House,5388080.0,1071.0,2.0,3.0,40.7,False,5030.887021475257,Medium
PROP0378,Koramangala,Apartment,14857802.0,1234.0,2.0,2.0,5.5,False,12040.358184764991,Medium
PROP0379,Whitefield,Apartment,12726012.0,1780.0,2.0,4.0,39.6,False,7149.444943820225,Large
PROP0380,Hsr Layout,Apartment,16400418.0,1452.0,2.0,1.0,8.0,False,11295.053719008265,Large
PROP0381,Koramangala,Apartment,20935836.0,1627.0,2.0,2.0,16.3,False,12867.754148740012,Large
PROP0382,Electronic City,Independent House,11027692.0,1798.0,3.0,3.0,2.5,False,6133.310344827586,Large
PROP0383,Jayanagar,Apartment,12492464.0,1255.0,1.0,1.0,7.2,False,9954.154581673307,Medium
PROP0384,Koramangala,Apartment,23378898.0,1843.0,3.0,2.0,20.5,False,12685.240368963647,Large
PROP0385,Whitefield,Studio,11861533.0,1647.0,3.0,4.0,16.9,False,7201.902246508804,Large
PROP0386,Electronic City,Studio,5228537.0,1401.0,2.0,2.0,7.8,False,3732.003568879372,Large
PROP0387,Hsr Layout,Apartment,22381677.0,2200.0,3.0,4.0,11.2,False,10173.489545454546,Large
PROP0388,Electronic City,Apartment,7336363.0,1190.0,2.0,2.0,6.6,False,6165.010924369748,Medium
PROP0389,Indiranagar,Apartment,5954090.0,589.0,2.0,1.0,20.4,False,10108.811544991511,Small
PROP0390,Electronic City,Studio,5771935.0,907.0,2.0,3.0,10.6,False,6363.765159867696,Medium
PROP0391,Hsr Layout,Villa,9642154.0,919.0,1.0,1.0,5.5,False,10492.006528835691,Medium
PROP0392,Indiranagar,Villa,13820264.0,1477.0,3.0,2.0,10.4,False,9356.98307379824,Large
PROP0393,Hsr Layout,Studio,13823323.0,1308.0,2.0,3.0,3.1,False,10568.289755351681,Medium
PROP0394,Hsr Layout,Apartment,13608901.0,1275.0,2.0,3.0,12.5,False,10673.647843137254,Medium
PROP0395,Indiranagar,Apartment,19728895.0,1772.0,3.0,4.0,15.2,False,11133.687923250563,Large
PROP0396,Koramangala,Apartment,19681989.0,1627.0,3.0,3.0,13.2,False,12097.104486785494,Large
PROP0397,Jayanagar,Independent House,16818822.0,1614.0,2.0,3.0,14.4,False,10420.583643122676,Large
PROP0398,Whitefield,Apartment,13118256.0,1503.0,3.0,2.0,9.6,False,8728.047904191617,Large
PROP0399,Koramangala,Apartment,22232738.0,1770.0,3.0,4.0,9.7,False,12560.868926553672,Large
PROP0400,Koramangala,Apartment,5041913.0,354.0,1.0,1.0,9.4,False,14242.69209039548,Small
PROP0401,Whitefield,Villa,9921345.0,1260.0,1.0,1.0,7.0,False,7874.083333333333,Medium
PROP0402,Electronic City,Studio,1425407.0,350.0,1.0,1.0,7.7,False,4072.5914285714284,Small
PROP0403,Jayanagar,Villa,12272575.0,1469.0,3.0,3.0,14.7,False,8354.373723621511,Large
PROP0404,Indiranagar,Apartment,14794351.0,1448.0,2.0,1.0,25.1,False,10217.093232044199,Large
PROP0405,Electronic City,Independent House,12413328.0,1401.0,3.0,3.0,4.7,False,8860.334047109207,Large
PROP0406,Electronic City,Studio,11831221.0,2068.0,3.0,3.0,9.7,False,5721.09332688588,Large
PROP0407,Whitefield,Villa,12621348.0,1555.0,2.0,1.0,3.9,False,8116.622508038585,Large
PROP0408,Jayanagar,Villa,11676113.0,1190.0,2.0,1.0,7.1,False,9811.859663865545,Medium
PROP0409,Indiranagar,Independent House,19336398.0,1702.0,3.0,4.0,8.1,False,11360.985898942421,Large
PROP0410,Electronic City,Independent House,6709453.0,1175.0,2.0,2.0,11.8,False,5710.172765957447,Medium
PROP0411,Hsr Layout,Apartment,15479039.0,1449.0,3.0,3.0,11.6,False,10682.566597653555,Large
PROP0412,Hsr Layout,Apartment,20713380.0,1963.0,3.0,3.0,10.3,False,10551.900152827306,Large
PROP0413,Indiranagar,Apartment,13643994.0,1160.0,2.0,2.0,13.9,False,11762.063793103449,Medium
PROP0414,Electronic City,Studio,9872796.0,1401.0,3.0,3.0,5.1,False,7046.9635974304065,Large
PROP0415,Indiranagar,Villa,19235541.0,1802.0,3.0,3.0,11.9,False,10674.551054384017,Large
PROP0416,Whitefield,Apartment,7715760.0,954.0,1.0,2.0,17.2,False,8087.798742138365,Medium
PROP0417,Indiranagar,Apartment,22457749.0,1956.0,3.0,4.0,5.1,False,11481.466768916156,Large
PROP0418,Jayanagar,Independent House,13828285.0,1813.0,2.0,1.0,2.0,False,7627.294539437396,Large
PROP0419,Whitefield,Independent House,11421803.0,1503.0,2.0,3.0,20.3,False,7599.336660013307,Large
PROP0420,Electronic City,Independent House,6781647.0,1054.0,1.0,2.0,4.0,False,6434.200189753321,Medium
PROP0421,Hsr Layout,Apartment,11038255.0,1003.0,2.0,1.0,6.8,False,11005.23928215354,Medium
PROP0422,Indiranagar,Studio,12453380.0,1170.0,2.0,3.0,16.9,False,10643.91452991453,Medium
PROP0423,Indiranagar,Studio,19217832.0,1732.0,4.0,4.0,4.9,False,11095.745958429561,Large
PROP0424,Indiranagar,Apartment,11148371.0,953.0,1.0,2.0,19.4,False,11698.18572927597,Medium
PROP0425,Hsr Layout,Apartment,18820168.0,1678.0,3.0,3.0,6.0,False,11215.833134684148,Large
PROP0426,Jayanagar,Independent House,8309715.0,804.0,1.0,2.0,5.4,False,10335.466417910447,Medium
PROP0427,Whitefield,Apartment,11506834.5,1344.0,2.0,1.0,3.9,False,8561.6328125,Medium
PROP0428,Jayanagar,Apartment,14550642.0,1507.0,3.0,2.0,6.1,False,9655.369608493696,Large
PROP0429,Indiranagar,Villa,29570449.0,2721.0,3.0,4.0,15.4,True,10867.493201029034,Very Large
PROP0430,Jayanagar,Villa,7044215.0,734.0,2.0,1.0,6.8,False,9597.023160762943,Small
PROP0431,Electronic City,Apartment,12752281.0,2215.0,5.0,5.0,20.4,False,5757.237471783295,Very Large
PROP0432,Jayanagar,Villa,13828285.0,1528.0,2.0,1.0,10.6,False,9049.924738219896,Large
PROP0433,Hsr Layout,Apartment,18204557.0,1664.0,2.0,2.0,11.3,False,10940.23858173077,Large
PROP0434,Jayanagar,Studio,13790871.0,1512.0,3.0,4.0,5.3,False,9120.94642857143,Large
PROP0435,Indiranagar,Apartment,17700828.0,1681.0,3.0,2.0,22.4,False,10529.939321832242,Large
PROP0436,Whitefield,Villa,10310983.0,1370.0,2.0,2.0,17.3,False,7526.26496350365,Medium
PROP0437,Indiranagar,Studio,24465411.0,2206.0,3.0,2.0,17.0,False,11090.394832275611,Very Large
PROP0438,Koramangala,Apartment,14569030.0,1213.0,2.0,1.0,9.2,False,12010.741962077494,Medium
PROP0439,Jayanagar,Apartment,19480234.0,2039.0,3.0,2.0,3.5,False,9553.817557626287,Large
PROP0440,Hsr Layout,Studio,11079827.0,1115.0,1.0,2.0,11.7,False,9937.06457399103,Medium
PROP0441,Electronic City,Apartment,9627923.0,1419.0,2.0,3.0,14.9,False,6785.00563777308,Large
PROP0442,Indiranagar,Apartment,7500067.0,893.0,1.0,1.0,15.0,False,8398.73124300112,Medium
PROP0443,Jayanagar,Apartment,15635884.0,1687.0,3.0,3.0,13.7,False,9268.455245998815,Large
PROP0444,Whitefield,Independent House,18606909.0,2201.0,4.0,4.0,13.3,False,8453.843253066787,Very Large
PROP0445,Whitefield,Apartment,11229370.0,1410.0,2.0,2.0,6.0,False,7964.09219858156,Large
PROP0446,Hsr Layout,Apartment,13327733.0,1348.0,3.0,4.0,6.3,False,9887.04228486647,Medium
PROP0447,Electronic City,Independent House,5168917.0,870.0,1.0,1.0,3.9,False,5941.283908045977,Medium
PROP0448,Hsr Layout,Apartment,13463173.0,1331.0,2.0,1.0,20.5,False,10115.081141998497,Medium
PROP0449,Indiranagar,Apartment,7144251.0,622.0,2.0,2.0,33.4,False,11485.934083601287,Small
PROP0450,Hsr Layout,Apartment,11286652.0,975.0,2.0,2.0,45.0,False,11576.053333333333,Medium
PROP0451,Indiranagar,Apartment,17500691.0,1568.0,3.0,2.0,10.6,False,11161.154974489797,Large
PROP0452,Electronic City,Apartment,12229151.0,2136.0,3.0,4.0,13.3,False,5725.257958801498,Large
PROP0453,Hsr Layout,Villa,30552670.0,2911.0,5.0,4.0,9.4,True,10495.59257986946,Very Large
PROP0454,Whitefield,Apartment,8254869.0,1145.0,2.0,1.0,12.2,False,7209.492576419214,Medium
PROP0455,Indiranagar,Villa,23381783.0,2196.0,4.0,4.0,4.8,False,10647.442167577414,Large
PROP0456,Whitefield,Apartment,10912208.0,1577.0,3.0,3.0,9.3,False,6919.599239061509,Large
PROP0457,Electronic City,Apartment,7082654.0,1371.0,2.0,1.0,5.5,False,5166.0495988329685,Medium
PROP0458,Koramangala,Apartment,20164486.0,1675.0,3.0,2.0,8.4,False,12038.499104477612,Large
PROP0459,Jayanagar,Apartment,13514754.0,1482.0,2.0,1.0,5.9,False,9119.267206477733,Large
PROP0460,Hsr Layout,Villa,15827259.0,1507.0,2.0,2.0,14.9,False,10502.494359654944,Large
PROP0461,Hsr Layout,Apartment,11814007.0,1238.0,2.0,2.0,16.2,False,9542.816639741519,Medium
PROP0462,Indiranagar,Apartment,5464947.0,723.0,1.0,1.0,13.0,False,7558.709543568465,Small
PROP0463,Electronic City,Apartment,3113698.0,647.0,1.0,1.0,6.3,False,4812.516228748068,Small
PROP0464,Whitefield,Studio,13534283.0,1790.0,3.0,4.0,3.7,False,7561.051955307263,Large
PROP0465,Hsr Layout,Apartment,13241104.0,1306.0,2.0,1.0,16.4,False,10138.67075038285,Medium
PROP0466,Hsr Layout,Studio,12966438.0,1140.0,2.0,3.0,10.6,False,11374.068421052632,Medium
PROP0467,Hsr Layout,Apartment,14833154.0,1454.0,3.0,2.0,1.9,False,10201.618982118294,Large
PROP0468,Electronic City,Apartment,11497833.0,1863.0,3.0,2.0,11.7,False,6171.676328502415,Large
PROP0469,Indiranagar,Villa,16397942.0,1544.0,2.0,1.0,13.4,False,10620.428756476684,Large
PROP0470,Koramangala,Apartment,13810695.0,1109.0,2.0,1.0,2.6,False,12453.286744815148,Medium
PROP0471,Koramangala,Apartment,25251521.0,2088.0,3.0,2.0,15.1,False,12093.640325670498,Large
PROP0472,Koramangala,Independent House,28264975.0,2271.0,4.0,4.0,10.6,False,12446.047996477322,Very Large
PROP0473,Indiranagar,Apartment,18052341.0,1707.0,3.0,3.0,5.7,False,10575.478031634446,Large
PROP0474,Indiranagar,Apartment,21515696.0,1956.0,3.0,4.0,3.1,False,10999.844580777097,Large
PROP0475,Whitefield,Apartment,16005312.0,2096.0,4.0,4.0,10.6,False,7636.12213740458,Large
PROP0476,Whitefield,Apartment,15072528.0,2038.0,3.0,3.0,3.7,False,7395.744847890089,Large
PROP0477,Koramangala,Studio,22410600.0,1769.0,3.0,3.0,20.5,False,12668.513284341436,Large
PROP0478,Hsr Layout,Apartment,18469451.0,1761.0,3.0,2.0,8.8,False,10488.047132311187,Large
PROP0479,Hsr Layout,Independent House,17523248.0,1720.0,3.0,4.0,7.4,False,10187.93488372093,Large
PROP0480,Koramangala,Villa,10875028.0,879.0,2.0,1.0,21.7,False,12372.04550625711,Medium
PROP0481,Koramangala,Independent House,21324262.0,1814.0,3.0,4.0,21.0,False,11755.381477398016,Large
PROP0482,Whitefield,Studio,5190355.0,745.0,2.0,3.0,7.9,False,6966.919463087248,Small
PROP0483,Hsr Layout,Independent House,10636611.0,1037.0,3.0,4.0,12.9,False,10257.098360655738,Medium
PROP0484,Whitefield,Apartment,15920714.0,2128.0,3.0,3.0,6.7,False,7481.538533834587,Large
PROP0485,Indiranagar,Apartment,19535403.0,1887.0,3.0,2.0,9.8,False,10352.62480127186,Large
PROP0486,Koramangala,Apartment,26469962.0,2223.0,3.0,4.0,4.3,False,11907.31533963113,Very Large
PROP0487,Koramangala,Villa,15884195.0,1309.0,2.0,1.0,14.2,False,12134.602750190985,Medium
PROP0488,Indiranagar,Apartment,6666096.0,851.0,1.0,1.0,22.3,False,7833.250293772033,Medium
PROP0489,Hsr Layout,Villa,12789452.0,1325.0,2.0,3.0,19.8,False,9652.416603773585,Medium
PROP0490,Koramangala,Apartment,20244708.0,1503.0,2.0,3.0,10.9,False,13469.532934131737,Large
PROP0491,Hsr Layout,Studio,16214627.0,1491.0,2.0,3.0,1.7,False,10875.001341381623,Large
PROP0492,Hsr Layout,Apartment,14482705.5,2040.0,3.0,2.0,6.4,False,7099.365441176471,Large
PROP0493,Hsr Layout,Independent House,13579394.0,1262.0,2.0,3.0,9.8,False,10760.217115689382,Medium
PROP0494,Whitefield,Apartment,13926558.0,1633.0,2.0,1.0,3.3,False,8528.204531537049,Large
PROP0495,Jayanagar,Apartment,8596887.0,936.0,3.0,3.0,2.8,False,9184.708333333334,Medium
PROP0496,Koramangala,Studio,18456209.0,1684.0,3.0,4.0,26.3,False,10959.74406175772,Large
PROP0497,Koramangala,Studio,16886165.0,1452.0,2.0,2.0,10.6,False,11629.590220385675,Large
PROP0498,Hsr Layout,Villa,11123594.0,1060.0,1.0,2.0,14.9,False,10493.956603773586,Medium
PROP0499,Whitefield,Independent House,9993771.0,1327.0,3.0,3.0,16.9,False,7531.1009796533535,Medium
PROP0500,Koramangala,Apartment,17046018.0,1354.0,3.0,2.0,3.8,False,12589.378138847858,Medium
PROP0501,Jayanagar,Studio,13562274.0,1310.0,2.0,1.0,5.1,False,10352.880916030534,Medium
PROP0502,Electronic City,Apartment,14413725.0,2371.0,3.0,3.0,12.3,False,6079.175453395192,Very Large
PROP0503,Electronic City,Apartment,8782119.0,1399.0,2.0,3.0,13.0,False,6277.426018584703,Medium
PROP0504,Koramangala,Apartment,15808330.0,1323.0,2.0,2.0,3.1,False,11948.851095993954,Medium
PROP0505,Koramangala,Apartment,16193803.5,359.0,1.0,2.0,11.7,False,45108.08774373259,Small
PROP0506,Jayanagar,Apartment,10521601.0,985.0,2.0,2.0,9.9,False,10681.82842639594,Medium
PROP0507,Whitefield,Studio,9878366.0,1313.0,2.0,1.0,19.4,False,7523.507996953542,Medium
PROP0508,Jayanagar,Apartment,10015551.0,1093.0,1.0,1.0,13.1,False,9163.358645928636,Medium
PROP0509,Koramangala,Independent House,25689481.0,2168.0,3.0,3.0,28.2,False,11849.39160516605,Large
PROP0510,Indiranagar,Apartment,14369886.0,1364.0,3.0,4.0,7.9,False,10535.107038123168,Medium
PROP0511,Indiranagar,Apartment,22679248.0,2120.0,4.0,5.0,4.1,False,10697.758490566037,Large
PROP0512,Jayanagar,Villa,13601599.0,1482.0,3.0,2.0,27.8,False,9177.867071524966,Large
PROP0513,Indiranagar,Apartment,14782590.0,1469.0,2.0,2.0,13.5,False,10063.029271613343,Large
PROP0514,Whitefield,Apartment,10532806.0,1404.0,2.0,3.0,10.0,False,7501.9985754985755,Large
PROP0515,Whitefield,Villa,10783529.0,1452.0,3.0,3.0,5.3,False,7426.672865013774,Large
PROP0516,Whitefield,Apartment,18707101.0,2344.0,3.0,2.0,8.0,False,7980.845136518771,Very Large
PROP0517,Whitefield,Apartment,2910576.0,350.0,1.0,1.0,7.7,False,8315.931428571428,Small
