booking_id,booking_date,user_id,full_name,customer_city,segment,property_name,destination,property_type,nights,status,total_amount,revenue_per_night,booking_month
367,2026-05-04,80,Customer 080,Hyderabad,Standard,Udaipur Stay 8,Udaipur,Hotel,2,Confirmed,18768,9384.0,2026-05
617,2025-06-15,80,Customer 080,Hyderabad,Standard,Kerala Stay 8,Kerala,Resort,3,Completed,17487,5829.0,2025-06
659,2025-06-03,80,Customer 080,Hyderabad,Standard,Udaipur Stay 2,Udaipur,Homestay,4,Completed,37028,9257.0,2025-06
868,2025-09-03,80,Customer 080,Hyderabad,Standard,Udaipur Stay 2,Udaipur,Homestay,5,Confirmed,46285,9257.0,2025-09
569,2025-07-08,81,Customer 081,Jaipur,Standard,Kerala Stay 2,Kerala,Hotel,3,Confirmed,35490,11830.0,2025-07
1025,2025-07-28,81,Customer 081,Jaipur,Standard,Ladakh Stay 8,Ladakh,Hotel,7,Completed,79380,11340.0,2025-07
508,2026-01-13,82,Customer 082,Kolkata,Budget,Goa Stay 6,Goa,Hotel,4,Completed,18344,4586.0,2026-01
955,2026-06-06,82,Customer 082,Kolkata,Budget,Goa Stay 7,Goa,Resort,7,Completed,22022,3146.0,2026-06
723,2025-12-27,83,Customer 083,Mumbai,Standard,Ladakh Stay 2,Ladakh,Homestay,1,Confirmed,5646,5646.0,2025-12
1034,2025-06-04,84,Customer 084,Pune,Budget,Goa Stay 6,Goa,Hotel,3,Completed,13758,4586.0,2025-06
1061,2025-07-29,84,Customer 084,Pune,Budget,Jaipur Stay 7,Jaipur,Hostel,6,Completed,27012,4502.0,2025-07
485,2026-05-24,85,Customer 085,Hyderabad,Budget,Ladakh Stay 1,Ladakh,Hostel,3,Completed,35631,11877.0,2026-05
950,2025-12-10,85,Customer 085,Hyderabad,Budget,Ladakh Stay 3,Ladakh,Homestay,5,Completed,41065,8213.0,2025-12
1194,2026-03-14,85,Customer 085,Hyderabad,Budget,Ladakh Stay 7,Ladakh,Resort,2,Completed,15346,7673.0,2026-03
236,2025-09-05,87,Customer 087,Delhi,Standard,Goa Stay 2,Goa,Hotel,2,Completed,15526,7763.0,2025-09
771,2026-04-23,87,Customer 087,Delhi,Standard,Varanasi Stay 5,Varanasi,Hotel,3,Completed,15882,5294.0,2026-04
631,2026-02-14,88,Customer 088,Bengaluru,Budget,Udaipur Stay 3,Udaipur,Resort,3,Confirmed,18996,6332.0,2026-02
699,2026-02-19,88,Customer 088,Bengaluru,Budget,Udaipur Stay 1,Udaipur,Homestay,7,Confirmed,59206,8458.0,2026-02
351,2025-06-20,89,Customer 089,Pune,Standard,Varanasi Stay 8,Varanasi,Resort,1,Completed,5666,5666.0,2025-06
634,2025-10-14,89,Customer 089,Pune,Standard,Manali Stay 4,Manali,Hotel,2,Confirmed,21426,10713.0,2025-10
740,2025-06-24,89,Customer 089,Pune,Standard,Goa Stay 3,Goa,Homestay,7,Confirmed,19103,2729.0,2025-06
164,2025-11-26,90,Customer 090,Pune,Standard,Udaipur Stay 6,Udaipur,Hotel,7,Completed,69580,9940.0,2025-11
211,2026-04-11,90,Customer 090,Pune,Standard,Ladakh Stay 3,Ladakh,Homestay,2,Completed,16426,8213.0,2026-04
896,2025-08-17,90,Customer 090,Pune,Standard,Manali Stay 2,Manali,Resort,6,Completed,11910,1985.0,2025-08
962,2025-09-04,90,Customer 090,Pune,Standard,Manali Stay 3,Manali,Hotel,5,Confirmed,52215,10443.0,2025-09
92,2025-07-08,91,Customer 091,Kolkata,Standard,Jaipur Stay 1,Jaipur,Homestay,4,Confirmed,40896,10224.0,2025-07
435,2025-10-09,91,Customer 091,Kolkata,Standard,Udaipur Stay 6,Udaipur,Hotel,5,Completed,49700,9940.0,2025-10
534,2025-06-16,91,Customer 091,Kolkata,Standard,Manali Stay 3,Manali,Hotel,6,Completed,62658,10443.0,2025-06
598,2025-07-23,91,Customer 091,Kolkata,Standard,Kerala Stay 5,Kerala,Resort,4,Confirmed,24660,6165.0,2025-07
1166,2026-07-18,91,Customer 091,Kolkata,Standard,Jaipur Stay 2,Jaipur,Homestay,4,Completed,20136,5034.0,2026-07
221,2025-10-26,93,Customer 093,Pune,Standard,Kerala Stay 3,Kerala,Resort,3,Completed,34242,11414.0,2025-10
886,2025-10-25,93,Customer 093,Pune,Standard,Manali Stay 2,Manali,Resort,7,Completed,13895,1985.0,2025-10
9,2025-07-29,94,Customer 094,Bengaluru,Budget,Goa Stay 7,Goa,Resort,3,Confirmed,9438,3146.0,2025-07
19,2026-04-09,94,Customer 094,Bengaluru,Budget,Ladakh Stay 3,Ladakh,Homestay,1,Completed,8213,8213.0,2026-04
358,2025-08-22,94,Customer 094,Bengaluru,Budget,Ladakh Stay 7,Ladakh,Resort,4,Completed,30692,7673.0,2025-08
750,2026-01-19,94,Customer 094,Bengaluru,Budget,Ladakh Stay 3,Ladakh,Homestay,1,Completed,8213,8213.0,2026-01
897,2026-06-18,94,Customer 094,Bengaluru,Budget,Manali Stay 2,Manali,Resort,4,Completed,7940,1985.0,2026-06
604,2025-12-31,95,Customer 095,Jaipur,Standard,Ladakh Stay 8,Ladakh,Hotel,7,Completed,79380,11340.0,2025-12
720,2026-03-17,95,Customer 095,Jaipur,Standard,Ladakh Stay 4,Ladakh,Hotel,6,Completed,34950,5825.0,2026-03
922,2025-09-26,95,Customer 095,Jaipur,Standard,Manali Stay 6,Manali,Hotel,2,Confirmed,14892,7446.0,2025-09
1017,2026-03-30,95,Customer 095,Jaipur,Standard,Kerala Stay 5,Kerala,Resort,1,Completed,6165,6165.0,2026-03
1103,2025-11-25,95,Customer 095,Jaipur,Standard,Jaipur Stay 5,Jaipur,Resort,6,Completed,14484,2414.0,2025-11
733,2025-09-05,96,Customer 096,Bengaluru,Standard,Goa Stay 5,Goa,Resort,1,Confirmed,3660,3660.0,2025-09
906,2026-03-20,96,Customer 096,Bengaluru,Standard,Kerala Stay 1,Kerala,Homestay,3,Completed,27357,9119.0,2026-03
1110,2025-06-29,96,Customer 096,Bengaluru,Standard,Manali Stay 4,Manali,Hotel,4,Completed,42852,10713.0,2025-06
1158,2026-06-05,96,Customer 096,Bengaluru,Standard,Varanasi Stay 7,Varanasi,Homestay,7,Completed,58716,8388.0,2026-06
474,2026-06-11,97,Customer 097,Mumbai,Standard,Kerala Stay 4,Kerala,Homestay,4,Completed,7708,1927.0,2026-06
585,2026-02-20,97,Customer 097,Mumbai,Standard,Kerala Stay 3,Kerala,Resort,2,Confirmed,22828,11414.0,2026-02
837,2026-03-07,97,Customer 097,Mumbai,Standard,Ladakh Stay 7,Ladakh,Resort,1,Confirmed,7673,7673.0,2026-03
942,2026-05-17,97,Customer 097,Mumbai,Standard,Varanasi Stay 6,Varanasi,Homestay,4,Confirmed,26364,6591.0,2026-05
1038,2026-03-15,97,Customer 097,Mumbai,Standard,Jaipur Stay 1,Jaipur,Homestay,1,Completed,10224,10224.0,2026-03
8,2026-03-17,98,Customer 098,Hyderabad,Standard,Varanasi Stay 5,Varanasi,Hotel,4,Completed,21176,5294.0,2026-03
154,2026-03-02,98,Customer 098,Hyderabad,Standard,Kerala Stay 8,Kerala,Resort,7,Completed,40803,5829.0,2026-03
252,2025-07-01,98,Customer 098,Hyderabad,Standard,Ladakh Stay 4,Ladakh,Hotel,2,Confirmed,11650,5825.0,2025-07
456,2026-03-25,98,Customer 098,Hyderabad,Standard,Manali Stay 4,Manali,Hotel,4,Confirmed,42852,10713.0,2026-03
386,2026-06-24,99,Customer 099,Hyderabad,Standard,Udaipur Stay 3,Udaipur,Resort,2,Confirmed,12664,6332.0,2026-06
79,2025-12-22,100,Customer 100,Delhi,Standard,Goa Stay 8,Goa,Resort,7,Confirmed,33642,4806.0,2025-12
278,2025-08-29,100,Customer 100,Delhi,Standard,Udaipur Stay 4,Udaipur,Hostel,3,Completed,8601,2867.0,2025-08
350,2026-02-27,100,Customer 100,Delhi,Standard,Varanasi Stay 3,Varanasi,Hotel,6,Confirmed,67098,11183.0,2026-02
712,2026-02-06,100,Customer 100,Delhi,Standard,Jaipur Stay 6,Jaipur,Resort,3,Completed,10692,3564.0,2026-02
1015,2026-04-18,100,Customer 100,Delhi,Standard,Kerala Stay 7,Kerala,Homestay,6,Completed,51030,8505.0,2026-04
106,2025-06-03,101,Customer 101,Pune,Standard,Udaipur Stay 2,Udaipur,Homestay,4,Completed,37028,9257.0,2025-06
928,2025-10-25,101,Customer 101,Pune,Standard,Manali Stay 8,Manali,Resort,2,Completed,18404,9202.0,2025-10
1140,2025-08-20,101,Customer 101,Pune,Standard,Varanasi Stay 8,Varanasi,Resort,7,Completed,39662,5666.0,2025-08
544,2026-03-29,102,Customer 102,Mumbai,Premium,Jaipur Stay 6,Jaipur,Resort,2,Confirmed,7128,3564.0,2026-03
697,2025-09-21,102,Customer 102,Mumbai,Premium,Jaipur Stay 8,Jaipur,Hotel,7,Completed,12880,1840.0,2025-09
1048,2025-12-05,102,Customer 102,Mumbai,Premium,Ladakh Stay 6,Ladakh,Hotel,5,Confirmed,38630,7726.0,2025-12
444,2026-04-28,103,Customer 103,Pune,Premium,Kerala Stay 4,Kerala,Homestay,7,Completed,13489,1927.0,2026-04
559,2026-06-11,103,Customer 103,Pune,Premium,Kerala Stay 2,Kerala,Hotel,1,Confirmed,11830,11830.0,2026-06
619,2025-07-11,103,Customer 103,Pune,Premium,Varanasi Stay 8,Varanasi,Resort,5,Completed,28330,5666.0,2025-07
976,2026-07-08,103,Customer 103,Pune,Premium,Udaipur Stay 5,Udaipur,Homestay,4,Completed,42336,10584.0,2026-07
412,2026-07-12,104,Customer 104,Delhi,Standard,Jaipur Stay 3,Jaipur,Resort,1,Completed,4210,4210.0,2026-07
441,2025-07-22,105,Customer 105,Pune,Standard,Manali Stay 3,Manali,Hotel,5,Confirmed,52215,10443.0,2025-07
516,2025-06-26,105,Customer 105,Pune,Standard,Udaipur Stay 3,Udaipur,Resort,6,Confirmed,37992,6332.0,2025-06
565,2026-05-11,105,Customer 105,Pune,Standard,Varanasi Stay 8,Varanasi,Resort,7,Completed,39662,5666.0,2026-05
531,2025-10-21,106,Customer 106,Pune,Standard,Manali Stay 5,Manali,Resort,1,Completed,3689,3689.0,2025-10
919,2026-01-03,106,Customer 106,Pune,Standard,Udaipur Stay 6,Udaipur,Hotel,4,Completed,39760,9940.0,2026-01
404,2025-06-19,107,Customer 107,Pune,Budget,Goa Stay 4,Goa,Resort,7,Completed,75453,10779.0,2025-06
95,2026-01-24,108,Customer 108,Hyderabad,Premium,Udaipur Stay 7,Udaipur,Hotel,4,Confirmed,24784,6196.0,2026-01
502,2025-10-23,108,Customer 108,Hyderabad,Premium,Jaipur Stay 3,Jaipur,Resort,6,Completed,25260,4210.0,2025-10
1040,2026-07-12,108,Customer 108,Hyderabad,Premium,Manali Stay 4,Manali,Hotel,6,Completed,64278,10713.0,2026-07
1014,2025-06-29,109,Customer 109,Kolkata,Standard,Ladakh Stay 4,Ladakh,Hotel,2,Completed,11650,5825.0,2025-06
414,2026-06-28,110,Customer 110,Hyderabad,Budget,Goa Stay 3,Goa,Homestay,3,Completed,8187,2729.0,2026-06
658,2025-12-17,110,Customer 110,Hyderabad,Budget,Ladakh Stay 5,Ladakh,Resort,5,Completed,38140,7628.0,2025-12
751,2026-01-04,110,Customer 110,Hyderabad,Budget,Udaipur Stay 1,Udaipur,Homestay,6,Confirmed,50748,8458.0,2026-01
847,2025-07-18,110,Customer 110,Hyderabad,Budget,Varanasi Stay 5,Varanasi,Hotel,3,Completed,15882,5294.0,2025-07
1123,2025-09-29,110,Customer 110,Hyderabad,Budget,Manali Stay 4,Manali,Hotel,2,Completed,21426,10713.0,2025-09
220,2025-10-25,111,Customer 111,Mumbai,Budget,Goa Stay 6,Goa,Hotel,3,Completed,13758,4586.0,2025-10
423,2025-07-28,111,Customer 111,Mumbai,Budget,Varanasi Stay 5,Varanasi,Hotel,1,Confirmed,5294,5294.0,2025-07
827,2026-06-07,111,Customer 111,Mumbai,Budget,Varanasi Stay 1,Varanasi,Hotel,5,Completed,27340,5468.0,2026-06
47,2025-12-12,112,Customer 112,Pune,Premium,Ladakh Stay 8,Ladakh,Hotel,4,Confirmed,45360,11340.0,2025-12
181,2025-08-23,112,Customer 112,Pune,Premium,Manali Stay 5,Manali,Resort,3,Completed,11067,3689.0,2025-08
967,2025-11-27,112,Customer 112,Pune,Premium,Ladakh Stay 5,Ladakh,Resort,2,Completed,15256,7628.0,2025-11
995,2025-06-03,112,Customer 112,Pune,Premium,Kerala Stay 8,Kerala,Resort,2,Confirmed,11658,5829.0,2025-06
58,2026-06-29,113,Customer 113,Kolkata,Budget,Varanasi Stay 6,Varanasi,Homestay,7,Completed,46137,6591.0,2026-06
743,2026-03-20,113,Customer 113,Kolkata,Budget,Manali Stay 1,Manali,Homestay,2,Confirmed,7470,3735.0,2026-03
891,2025-06-18,113,Customer 113,Kolkata,Budget,Manali Stay 1,Manali,Homestay,6,Completed,22410,3735.0,2025-06
306,2025-12-09,114,Customer 114,Kolkata,Budget,Varanasi Stay 3,Varanasi,Hotel,5,Confirmed,55915,11183.0,2025-12
1189,2026-04-12,114,Customer 114,Kolkata,Budget,Kerala Stay 8,Kerala,Resort,1,Confirmed,5829,5829.0,2026-04
76,2026-07-12,115,Customer 115,Kolkata,Budget,Goa Stay 3,Goa,Homestay,2,Completed,5458,2729.0,2026-07
524,2026-05-10,115,Customer 115,Kolkata,Budget,Udaipur Stay 5,Udaipur,Homestay,5,Completed,52920,10584.0,2026-05
597,2026-01-01,115,Customer 115,Kolkata,Budget,Manali Stay 7,Manali,Resort,4,Completed,28932,7233.0,2026-01
174,2026-05-07,116,Customer 116,Kolkata,Budget,Manali Stay 2,Manali,Resort,2,Completed,3970,1985.0,2026-05
271,2025-09-17,116,Customer 116,Kolkata,Budget,Varanasi Stay 6,Varanasi,Homestay,4,Completed,26364,6591.0,2025-09
1179,2026-03-19,116,Customer 116,Kolkata,Budget,Jaipur Stay 1,Jaipur,Homestay,4,Completed,40896,10224.0,2026-03
392,2025-06-09,117,Customer 117,Delhi,Budget,Kerala Stay 3,Kerala,Resort,1,Completed,11414,11414.0,2025-06
741,2025-06-26,117,Customer 117,Delhi,Budget,Varanasi Stay 4,Varanasi,Hostel,5,Completed,52805,10561.0,2025-06
279,2026-07-07,118,Customer 118,Delhi,Standard,Varanasi Stay 5,Varanasi,Hotel,6,Completed,31764,5294.0,2026-07
439,2025-07-01,118,Customer 118,Delhi,Standard,Goa Stay 7,Goa,Resort,5,Completed,15730,3146.0,2025-07
481,2025-11-18,118,Customer 118,Delhi,Standard,Goa Stay 7,Goa,Resort,7,Completed,22022,3146.0,2025-11
866,2025-09-30,118,Customer 118,Delhi,Standard,Kerala Stay 8,Kerala,Resort,4,Confirmed,23316,5829.0,2025-09
1067,2025-07-16,118,Customer 118,Delhi,Standard,Udaipur Stay 1,Udaipur,Homestay,3,Completed,25374,8458.0,2025-07
85,2025-08-16,119,Customer 119,Mumbai,Budget,Kerala Stay 2,Kerala,Hotel,3,Completed,35490,11830.0,2025-08
407,2026-06-25,119,Customer 119,Mumbai,Budget,Udaipur Stay 6,Udaipur,Hotel,7,Completed,69580,9940.0,2026-06
756,2025-10-23,119,Customer 119,Mumbai,Budget,Goa Stay 3,Goa,Homestay,1,Completed,2729,2729.0,2025-10
763,2026-03-11,119,Customer 119,Mumbai,Budget,Ladakh Stay 8,Ladakh,Hotel,5,Confirmed,56700,11340.0,2026-03
458,2025-07-23,120,Customer 120,Delhi,Standard,Kerala Stay 6,Kerala,Hotel,7,Confirmed,41727,5961.0,2025-07
630,2025-09-03,120,Customer 120,Delhi,Standard,Udaipur Stay 5,Udaipur,Homestay,7,Completed,74088,10584.0,2025-09
1167,2025-09-02,120,Customer 120,Delhi,Standard,Goa Stay 5,Goa,Resort,4,Confirmed,14640,3660.0,2025-09
620,2026-01-16,121,Customer 121,Kolkata,Premium,Udaipur Stay 8,Udaipur,Hotel,2,Confirmed,18768,9384.0,2026-01
719,2026-02-04,121,Customer 121,Kolkata,Premium,Goa Stay 3,Goa,Homestay,5,Completed,13645,2729.0,2026-02
757,2026-05-14,121,Customer 121,Kolkata,Premium,Manali Stay 4,Manali,Hotel,1,Completed,10713,10713.0,2026-05
1041,2026-01-30,121,Customer 121,Kolkata,Premium,Kerala Stay 7,Kerala,Homestay,2,Completed,17010,8505.0,2026-01
1097,2025-09-17,121,Customer 121,Kolkata,Premium,Ladakh Stay 8,Ladakh,Hotel,3,Confirmed,34020,11340.0,2025-09
43,2026-03-11,122,Customer 122,Hyderabad,Standard,Varanasi Stay 5,Varanasi,Hotel,5,Completed,26470,5294.0,2026-03
356,2026-01-09,122,Customer 122,Hyderabad,Standard,Ladakh Stay 4,Ladakh,Hotel,7,Completed,40775,5825.0,2026-01
734,2026-05-19,122,Customer 122,Hyderabad,Standard,Udaipur Stay 4,Udaipur,Hostel,6,Completed,17202,2867.0,2026-05
918,2026-01-31,122,Customer 122,Hyderabad,Standard,Jaipur Stay 4,Jaipur,Hotel,6,Completed,18510,3085.0,2026-01
484,2026-04-13,123,Customer 123,Hyderabad,Budget,Jaipur Stay 8,Jaipur,Hotel,3,Confirmed,5520,1840.0,2026-04
91,2025-09-29,124,Customer 124,Kolkata,Standard,Kerala Stay 6,Kerala,Hotel,1,Completed,5961,5961.0,2025-09
290,2025-06-08,125,Customer 125,Pune,Budget,Goa Stay 4,Goa,Resort,7,Confirmed,75453,10779.0,2025-06
657,2025-11-25,125,Customer 125,Pune,Budget,Udaipur Stay 6,Udaipur,Hotel,3,Confirmed,29820,9940.0,2025-11
978,2026-08-01,125,Customer 125,Pune,Budget,Manali Stay 6,Manali,Hotel,3,Completed,22338,7446.0,2026-08
1122,2026-07-25,125,Customer 125,Pune,Budget,Jaipur Stay 2,Jaipur,Homestay,2,Confirmed,10068,5034.0,2026-07
593,2026-03-24,126,Customer 126,Kolkata,Standard,Udaipur Stay 8,Udaipur,Hotel,3,Completed,28152,9384.0,2026-03
667,2025-10-11,126,Customer 126,Kolkata,Standard,Kerala Stay 7,Kerala,Homestay,3,Completed,25515,8505.0,2025-10
722,2026-03-20,126,Customer 126,Kolkata,Standard,Varanasi Stay 4,Varanasi,Hostel,7,Completed,73927,10561.0,2026-03
553,2025-06-01,127,Customer 127,Delhi,Premium,Kerala Stay 5,Kerala,Resort,4,Completed,24660,6165.0,2025-06
710,2025-12-28,127,Customer 127,Delhi,Premium,Ladakh Stay 2,Ladakh,Homestay,6,Confirmed,33876,5646.0,2025-12
853,2026-04-24,127,Customer 127,Delhi,Premium,Goa Stay 7,Goa,Resort,2,Completed,6292,3146.0,2026-04
1094,2025-08-10,127,Customer 127,Delhi,Premium,Manali Stay 7,Manali,Resort,5,Completed,36165,7233.0,2025-08
1046,2026-06-20,130,Customer 130,Hyderabad,Budget,Udaipur Stay 1,Udaipur,Homestay,2,Completed,16916,8458.0,2026-06
193,2025-07-24,131,Customer 131,Kolkata,Standard,Udaipur Stay 4,Udaipur,Hostel,4,Completed,11468,2867.0,2025-07
796,2026-07-09,131,Customer 131,Kolkata,Standard,Jaipur Stay 8,Jaipur,Hotel,7,Completed,12880,1840.0,2026-07
813,2026-07-24,131,Customer 131,Kolkata,Standard,Jaipur Stay 1,Jaipur,Homestay,4,Confirmed,40896,10224.0,2026-07
398,2026-06-28,132,Customer 132,Kolkata,Standard,Kerala Stay 6,Kerala,Hotel,7,Completed,41727,5961.0,2026-06
1191,2025-09-10,132,Customer 132,Kolkata,Standard,Kerala Stay 6,Kerala,Hotel,3,Completed,17883,5961.0,2025-09
51,2025-08-21,133,Customer 133,Delhi,Standard,Manali Stay 8,Manali,Resort,5,Completed,46010,9202.0,2025-08
310,2026-05-24,133,Customer 133,Delhi,Standard,Kerala Stay 1,Kerala,Homestay,6,Completed,54714,9119.0,2026-05
527,2025-11-19,133,Customer 133,Delhi,Standard,Jaipur Stay 6,Jaipur,Resort,5,Completed,17820,3564.0,2025-11
678,2026-05-20,133,Customer 133,Delhi,Standard,Goa Stay 1,Goa,Hostel,2,Confirmed,15386,7693.0,2026-05
709,2026-04-23,133,Customer 133,Delhi,Standard,Jaipur Stay 5,Jaipur,Resort,6,Completed,14484,2414.0,2026-04
272,2025-12-13,135,Customer 135,Pune,Budget,Udaipur Stay 5,Udaipur,Homestay,7,Confirmed,74088,10584.0,2025-12
344,2026-03-21,135,Customer 135,Pune,Budget,Kerala Stay 7,Kerala,Homestay,2,Completed,17010,8505.0,2026-03
381,2025-10-18,135,Customer 135,Pune,Budget,Kerala Stay 2,Kerala,Hotel,3,Confirmed,35490,11830.0,2025-10
413,2026-05-21,135,Customer 135,Pune,Budget,Goa Stay 8,Goa,Resort,1,Completed,4806,4806.0,2026-05
808,2026-07-02,135,Customer 135,Pune,Budget,Jaipur Stay 3,Jaipur,Resort,1,Completed,4210,4210.0,2026-07
1028,2025-11-30,135,Customer 135,Pune,Budget,Jaipur Stay 6,Jaipur,Resort,4,Completed,14256,3564.0,2025-11
248,2025-08-07,136,Customer 136,Bengaluru,Budget,Udaipur Stay 2,Udaipur,Homestay,3,Completed,27771,9257.0,2025-08
521,2026-05-27,136,Customer 136,Bengaluru,Budget,Kerala Stay 3,Kerala,Resort,5,Completed,57070,11414.0,2026-05
695,2026-05-27,136,Customer 136,Bengaluru,Budget,Manali Stay 2,Manali,Resort,2,Completed,3970,1985.0,2026-05
1112,2025-08-22,136,Customer 136,Bengaluru,Budget,Jaipur Stay 4,Jaipur,Hotel,7,Confirmed,21595,3085.0,2025-08
5,2025-12-23,138,Customer 138,Delhi,Budget,Goa Stay 8,Goa,Resort,2,Completed,9612,4806.0,2025-12
446,2025-10-19,138,Customer 138,Delhi,Budget,Manali Stay 2,Manali,Resort,3,Completed,5955,1985.0,2025-10
523,2026-02-23,139,Customer 139,Bengaluru,Budget,Varanasi Stay 5,Varanasi,Hotel,6,Confirmed,31764,5294.0,2026-02
582,2025-06-26,139,Customer 139,Bengaluru,Budget,Manali Stay 4,Manali,Hotel,3,Completed,32139,10713.0,2025-06
1186,2025-12-14,139,Customer 139,Bengaluru,Budget,Manali Stay 1,Manali,Homestay,1,Completed,3735,3735.0,2025-12
411,2025-07-02,140,Customer 140,Kolkata,Premium,Jaipur Stay 1,Jaipur,Homestay,7,Completed,71568,10224.0,2025-07
425,2026-04-20,140,Customer 140,Kolkata,Premium,Jaipur Stay 6,Jaipur,Resort,2,Completed,7128,3564.0,2026-04
496,2025-09-22,140,Customer 140,Kolkata,Premium,Kerala Stay 6,Kerala,Hotel,4,Completed,23844,5961.0,2025-09
137,2025-11-07,141,Customer 141,Jaipur,Premium,Kerala Stay 8,Kerala,Resort,3,Completed,17487,5829.0,2025-11
459,2026-04-02,141,Customer 141,Jaipur,Premium,Jaipur Stay 4,Jaipur,Hotel,4,Confirmed,12340,3085.0,2026-04
936,2026-03-22,141,Customer 141,Jaipur,Premium,Manali Stay 6,Manali,Hotel,1,Completed,7446,7446.0,2026-03
567,2026-04-07,142,Customer 142,Mumbai,Standard,Jaipur Stay 5,Jaipur,Resort,2,Completed,4828,2414.0,2026-04
1181,2025-09-18,142,Customer 142,Mumbai,Standard,Varanasi Stay 2,Varanasi,Hotel,3,Completed,34821,11607.0,2025-09
187,2026-07-07,143,Customer 143,Mumbai,Premium,Goa Stay 1,Goa,Hostel,1,Completed,7693,7693.0,2026-07
166,2025-07-28,144,Customer 144,Bengaluru,Premium,Kerala Stay 1,Kerala,Homestay,4,Completed,36476,9119.0,2025-07
228,2026-04-23,144,Customer 144,Bengaluru,Premium,Kerala Stay 2,Kerala,Hotel,1,Completed,11830,11830.0,2026-04
349,2025-10-18,144,Customer 144,Bengaluru,Premium,Jaipur Stay 2,Jaipur,Homestay,4,Confirmed,20136,5034.0,2025-10
545,2025-06-10,145,Customer 145,Jaipur,Budget,Goa Stay 1,Goa,Hostel,2,Completed,15386,7693.0,2025-06
831,2026-04-09,146,Customer 146,Pune,Standard,Kerala Stay 5,Kerala,Resort,3,Completed,18495,6165.0,2026-04
73,2025-06-17,147,Customer 147,Delhi,Standard,Jaipur Stay 1,Jaipur,Homestay,3,Confirmed,30672,10224.0,2025-06
223,2025-06-07,147,Customer 147,Delhi,Standard,Jaipur Stay 8,Jaipur,Hotel,4,Completed,7360,1840.0,2025-06
319,2026-01-18,147,Customer 147,Delhi,Standard,Udaipur Stay 4,Udaipur,Hostel,6,Completed,17202,2867.0,2026-01
784,2026-01-08,147,Customer 147,Delhi,Standard,Jaipur Stay 6,Jaipur,Resort,2,Completed,7128,3564.0,2026-01
86,2026-04-25,148,Customer 148,Mumbai,Budget,Varanasi Stay 6,Varanasi,Homestay,3,Confirmed,19773,6591.0,2026-04
208,2025-06-20,148,Customer 148,Mumbai,Budget,Kerala Stay 5,Kerala,Resort,6,Completed,36990,6165.0,2025-06
842,2026-06-12,148,Customer 148,Mumbai,Budget,Goa Stay 7,Goa,Resort,4,Completed,12584,3146.0,2026-06
871,2026-02-01,148,Customer 148,Mumbai,Budget,Jaipur Stay 8,Jaipur,Hotel,6,Confirmed,11040,1840.0,2026-02
805,2026-07-17,149,Customer 149,Pune,Standard,Udaipur Stay 3,Udaipur,Resort,4,Completed,25328,6332.0,2026-07
1033,2026-02-12,149,Customer 149,Pune,Standard,Jaipur Stay 5,Jaipur,Resort,4,Completed,9656,2414.0,2026-02
29,2026-07-18,150,Customer 150,Delhi,Standard,Kerala Stay 8,Kerala,Resort,2,Completed,11658,5829.0,2026-07
958,2025-12-24,150,Customer 150,Delhi,Standard,Manali Stay 4,Manali,Hotel,2,Completed,21426,10713.0,2025-12
563,2026-03-11,151,Customer 151,Pune,Standard,Jaipur Stay 1,Jaipur,Homestay,4,Confirmed,40896,10224.0,2026-03
1149,2025-09-08,151,Customer 151,Pune,Standard,Udaipur Stay 8,Udaipur,Hotel,7,Completed,65688,9384.0,2025-09
329,2026-03-15,152,Customer 152,Mumbai,Budget,Kerala Stay 6,Kerala,Hotel,6,Completed,35766,5961.0,2026-03
586,2026-04-03,152,Customer 152,Mumbai,Budget,Goa Stay 4,Goa,Resort,6,Confirmed,64674,10779.0,2026-04
533,2026-07-29,153,Customer 153,Jaipur,Budget,Kerala Stay 5,Kerala,Resort,2,Completed,12330,6165.0,2026-07
107,2025-11-07,154,Customer 154,Bengaluru,Premium,Udaipur Stay 7,Udaipur,Hotel,5,Completed,30980,6196.0,2025-11
437,2025-09-20,154,Customer 154,Bengaluru,Premium,Udaipur Stay 1,Udaipur,Homestay,1,Completed,8458,8458.0,2025-09
210,2025-11-08,155,Customer 155,Kolkata,Budget,Goa Stay 4,Goa,Resort,5,Confirmed,53895,10779.0,2025-11
216,2025-09-15,156,Customer 156,Hyderabad,Budget,Goa Stay 8,Goa,Resort,3,Completed,14418,4806.0,2025-09
596,2025-10-08,156,Customer 156,Hyderabad,Budget,Kerala Stay 3,Kerala,Resort,5,Completed,57070,11414.0,2025-10
715,2026-06-01,156,Customer 156,Hyderabad,Budget,Goa Stay 7,Goa,Resort,7,Completed,22022,3146.0,2026-06
721,2025-08-30,156,Customer 156,Hyderabad,Budget,Udaipur Stay 2,Udaipur,Homestay,7,Completed,64799,9257.0,2025-08
477,2025-06-02,157,Customer 157,Delhi,Budget,Manali Stay 6,Manali,Hotel,2,Completed,14892,7446.0,2025-06
506,2026-02-19,157,Customer 157,Delhi,Budget,Kerala Stay 8,Kerala,Resort,5,Confirmed,29145,5829.0,2026-02
595,2026-02-17,157,Customer 157,Delhi,Budget,Ladakh Stay 3,Ladakh,Homestay,1,Completed,8213,8213.0,2026-02
88,2025-09-10,158,Customer 158,Kolkata,Standard,Manali Stay 3,Manali,Hotel,6,Confirmed,62658,10443.0,2025-09
